episode: 0, score: -183.755, average score: -183.8, best score: -inf, epsilon: 0.79, steps: 751
episode: 30, score: 45.27000000000059, average score: 4.6, best score: 7.02, epsilon: 0.51, steps: 29190
episode: 31, score: 34.405000000000044, average score: 5.6, best score: 7.02, epsilon: 0.50, steps: 30309
episode: 32, score: 45.5650000000001, average score: 6.8, best score: 7.02, epsilon: 0.49, steps: 31196
episode: 33, score: 45.195000000000334, average score: 7.9, best score: 7.02, epsilon: 0.48, steps: 32157
episode: 34, score: 35.09499999999992, average score: 8.7, best score: 7.92, epsilon: 0.47, steps: 33138
episode: 35, score: 96.45000000000027, average score: 11.1, best score: 8.69, epsilon: 0.46, steps: 33848
episode: 36, score: 55.88999999999921, average score: 12.3, best score: 11.13, epsilon: 0.45, steps: 34670
episode: 37, score: 55.2349999999999, average score: 13.5, best score: 12.34, epsilon: 0.44, steps: 35623
episode: 38, score: 65.22499999999982, average score: 14.8, best score: 13.47, epsilon: 0.43, steps: 36578
episode: 39, score: 45.73500000000037, average score: 15.6, best score: 14.80, epsilon: 0.43, steps: 37431
episode: 40, score: 54.239999999999434, average score: 16.5, best score: 15.57, epsilon: 0.41, steps: 38583
episode: 41, score: 45.11500000000035, average score: 17.2, best score: 16.51, epsilon: 0.41, steps: 39560
episode: 42, score: 54.1949999999995, average score: 18.1, best score: 17.20, epsilon: 0.39, steps: 40721
episode: 43, score: 57.259999999999714, average score: 18.9, best score: 18.06, epsilon: 0.39, steps: 41269
episode: 44, score: 33.83500000000009, average score: 19.3, best score: 18.95, epsilon: 0.38, steps: 42502
episode: 45, score: 55.464999999999314, average score: 20.1, best score: 19.28, epsilon: 0.37, steps: 43409
episode: 46, score: 54.645000000000536, average score: 20.8, best score: 20.06, epsilon: 0.36, steps: 44480
episode: 47, score: -153.5100000000008, average score: 17.2, best score: 20.80, epsilon: 0.35, steps: 45182
episode: 48, score: 19.09500000000006, average score: 17.2, best score: 20.80, epsilon: 0.33, steps: 47363
episode: 49, score: -163.5100000000001, average score: 13.6, best score: 20.80, epsilon: 0.32, steps: 48065
episode: 50, score: 45.36999999999991, average score: 14.2, best score: 20.80, epsilon: 0.31, steps: 48991
episode: 51, score: 45.949999999999825, average score: 14.8, best score: 20.80, epsilon: 0.30, steps: 49801
episode: 52, score: 65.84499999999908, average score: 15.8, best score: 20.80, epsilon: 0.29, steps: 50632
episode: 53, score: 7.499999999998731, average score: 15.6, best score: 20.80, epsilon: 0.27, steps: 53132
episode: 54, score: 64.9349999999985, average score: 16.5, best score: 20.80, epsilon: 0.26, steps: 54145
episode: 55, score: 17.50000000000218, average score: 16.5, best score: 20.80, epsilon: 0.23, steps: 56645
episode: 56, score: -223.84500000000014, average score: 12.3, best score: 20.80, epsilon: 0.23, steps: 57414
episode: 57, score: 64.82999999999902, average score: 13.2, best score: 20.80, epsilon: 0.22, steps: 58448
episode: 58, score: 31.740000000000038, average score: 13.6, best score: 20.80, epsilon: 0.20, steps: 60100
episode: 59, score: 57.01499999999985, average score: 14.3, best score: 20.80, epsilon: 0.19, steps: 60697
episode: 60, score: 25.965000000000227, average score: 14.5, best score: 20.80, epsilon: 0.19, steps: 61504
episode: 61, score: 23.449999999999918, average score: 14.6, best score: 20.80, epsilon: 0.17, steps: 62814
episode: 62, score: 7.500000000000039, average score: 14.5, best score: 20.80, epsilon: 0.15, steps: 65314
episode: 63, score: 7.499999999999457, average score: 14.4, best score: 20.80, epsilon: 0.12, steps: 67814
episode: 64, score: 33.03999999999989, average score: 14.7, best score: 20.80, epsilon: 0.11, steps: 69206
episode: 65, score: 39.945000000001315, average score: 15.1, best score: 20.80, epsilon: 0.10, steps: 71217
episode: 66, score: -22.499999999999957, average score: 14.5, best score: 20.80, epsilon: 0.10, steps: 73717
episode: 67, score: -193.68, average score: 11.4, best score: 20.80, epsilon: 0.10, steps: 74453
episode: 68, score: 24.41499999999997, average score: 11.6, best score: 20.80, epsilon: 0.10, steps: 75570
episode: 69, score: -173.72499999999957, average score: 9.0, best score: 20.80, epsilon: 0.10, steps: 76315
episode: 70, score: 44.740000000000116, average score: 9.5, best score: 20.80, epsilon: 0.10, steps: 77367
episode: 71, score: 41.135000000000076, average score: 9.9, best score: 20.80, epsilon: 0.10, steps: 79140
episode: 72, score: 33.10000000000038, average score: 10.2, best score: 20.80, epsilon: 0.10, steps: 80520
episode: 73, score: -193.58999999999992, average score: 7.5, best score: 20.80, epsilon: 0.10, steps: 81238
episode: 74, score: -213.59500000000023, average score: 4.5, best score: 20.80, epsilon: 0.10, steps: 81957
episode: 75, score: 31.319999999999986, average score: 4.9, best score: 20.80, epsilon: 0.10, steps: 83693
episode: 76, score: 22.084999999999816, average score: 5.1, best score: 20.80, epsilon: 0.10, steps: 85276
episode: 77, score: 55.33499999999979, average score: 5.8, best score: 20.80, epsilon: 0.10, steps: 86209
episode: 78, score: 29.684999999998944, average score: 6.1, best score: 20.80, epsilon: 0.10, steps: 88272
episode: 79, score: -22.50000000000069, average score: 5.7, best score: 20.80, epsilon: 0.10, steps: 90772
episode: 80, score: 25.865000000000446, average score: 6.0, best score: 20.80, epsilon: 0.10, steps: 91599
episode: 81, score: 19.699999999999488, average score: 6.1, best score: 20.80, epsilon: 0.10, steps: 93659
episode: 82, score: -88.50499999999623, average score: 5.0, best score: 20.80, epsilon: 0.10, steps: 95360
episode: 83, score: -173.34499999999957, average score: 2.9, best score: 20.80, epsilon: 0.10, steps: 96029
episode: 84, score: 14.3099999999997, average score: 3.0, best score: 20.80, epsilon: 0.10, steps: 97167
episode: 85, score: 33.950000000000074, average score: 3.4, best score: 20.80, epsilon: 0.10, steps: 98377
episode: 86, score: 19.3349999999999, average score: 3.5, best score: 20.80, epsilon: 0.10, steps: 100510
episode: 87, score: -173.41999999999987, average score: 1.5, best score: 20.80, epsilon: 0.10, steps: 101194
episode: 88, score: 37.49999999999654, average score: 1.9, best score: 20.80, epsilon: 0.10, steps: 103694
episode: 89, score: 55.139999999999205, average score: 2.5, best score: 20.80, epsilon: 0.10, steps: 104666
episode: 90, score: 8.154999999999243, average score: 2.6, best score: 20.80, epsilon: 0.10, steps: 107035
episode: 91, score: 12.770000000000259, average score: 2.7, best score: 20.80, epsilon: 0.10, steps: 108481
episode: 92, score: 30.7049999999998, average score: 3.0, best score: 20.80, epsilon: 0.10, steps: 110340
episode: 93, score: -22.499999999998977, average score: 2.7, best score: 20.80, epsilon: 0.10, steps: 112840
episode: 94, score: -68.3950000000015, average score: 2.0, best score: 20.80, epsilon: 0.10, steps: 114519
episode: 95, score: 65.36999999999999, average score: 2.6, best score: 20.80, epsilon: 0.10, steps: 115445
episode: 96, score: -193.40499999999997, average score: 0.6, best score: 20.80, epsilon: 0.10, steps: 116126
episode: 97, score: -22.499999999999574, average score: 0.4, best score: 20.80, epsilon: 0.10, steps: 118626
episode: 98, score: 45.555000000000184, average score: 0.8, best score: 20.80, epsilon: 0.10, steps: 119515
episode: 99, score: 23.50000000000069, average score: 1.1, best score: 20.80, epsilon: 0.10, steps: 120815
episode: 100, score: -22.499999999999496, average score: 2.7, best score: 20.80, epsilon: 0.10, steps: 123315
episode: 101, score: 54.56000000000011, average score: 2.7, best score: 20.80, epsilon: 0.10, steps: 124403
episode: 102, score: -183.44999999999993, average score: 0.3, best score: 20.80, epsilon: 0.10, steps: 125093
episode: 103, score: 55.71999999999849, average score: 2.7, best score: 20.80, epsilon: 0.10, steps: 125949
episode: 104, score: 45.954999999999565, average score: 2.5, best score: 20.80, epsilon: 0.10, steps: 126758
episode: 105, score: 34.92500000000023, average score: 2.5, best score: 20.80, epsilon: 0.10, steps: 127773
episode: 106, score: -22.4999999999989, average score: 4.4, best score: 20.80, epsilon: 0.10, steps: 130273
episode: 107, score: 35.9149999999997, average score: 7.0, best score: 20.80, epsilon: 0.10, steps: 131090
episode: 108, score: 41.80500000000044, average score: 7.1, best score: 20.80, epsilon: 0.10, steps: 132729
episode: 109, score: 32.49000000000018, average score: 7.0, best score: 20.80, epsilon: 0.10, steps: 134231
episode: 110, score: 75.20499999999812, average score: 7.1, best score: 20.80, epsilon: 0.10, steps: 135190
episode: 111, score: -153.27000000000095, average score: 5.1, best score: 20.80, epsilon: 0.10, steps: 135844
episode: 112, score: -183.36499999999995, average score: 5.2, best score: 20.80, epsilon: 0.10, steps: 136517
episode: 113, score: 45.84999999999998, average score: 5.0, best score: 20.80, epsilon: 0.10, steps: 137347
episode: 114, score: 10.785000000000341, average score: 4.7, best score: 20.80, epsilon: 0.10, steps: 139190
episode: 115, score: 54.44499999999812, average score: 4.9, best score: 20.80, epsilon: 0.10, steps: 140301
episode: 116, score: 39.79500000000038, average score: 4.7, best score: 20.80, epsilon: 0.10, steps: 142342
episode: 117, score: 13.635000000000606, average score: 4.0, best score: 20.80, epsilon: 0.10, steps: 143615
episode: 118, score: 11.250000000000387, average score: 4.2, best score: 20.80, epsilon: 0.10, steps: 145365
episode: 119, score: -203.38500000000013, average score: 1.5, best score: 20.80, epsilon: 0.10, steps: 146042
episode: 120, score: 33.54999999999955, average score: 1.5, best score: 20.80, epsilon: 0.10, steps: 147332
episode: 121, score: 4.584999999999562, average score: 1.1, best score: 20.80, epsilon: 0.10, steps: 148415
episode: 122, score: 35.80500000000001, average score: 1.0, best score: 20.80, epsilon: 0.10, steps: 149254
episode: 123, score: 29.66999999999883, average score: 0.7, best score: 20.80, epsilon: 0.10, steps: 151320
episode: 124, score: 73.21499999999888, average score: 1.1, best score: 20.80, epsilon: 0.10, steps: 152677
episode: 125, score: 34.00999999999985, average score: 0.8, best score: 20.80, epsilon: 0.10, steps: 153875
episode: 126, score: 27.49999999999898, average score: 0.2, best score: 20.80, epsilon: 0.10, steps: 156375
episode: 127, score: -1.824999999998493, average score: -0.7, best score: 20.80, epsilon: 0.10, steps: 158740
episode: 128, score: 9.01499999999951, average score: 0.8, best score: 20.80, epsilon: 0.10, steps: 160937
episode: 129, score: -22.499999999999208, average score: 0.1, best score: 20.80, epsilon: 0.10, steps: 163437
episode: 130, score: -173.13499999999982, average score: -2.0, best score: 20.80, epsilon: 0.10, steps: 164064
episode: 131, score: -183.35500000000008, average score: -4.2, best score: 20.80, epsilon: 0.10, steps: 164735
episode: 132, score: -163.50000000000045, average score: -6.3, best score: 20.80, epsilon: 0.10, steps: 165435
episode: 133, score: -2.5000000000005542, average score: -6.8, best score: 20.80, epsilon: 0.10, steps: 167935
episode: 134, score: 65.2999999999993, average score: -6.5, best score: 20.80, epsilon: 0.10, steps: 168875
episode: 135, score: 35.87000000000005, average score: -7.1, best score: 20.80, epsilon: 0.10, steps: 169701
episode: 136, score: 24.504999999999825, average score: -7.4, best score: 20.80, epsilon: 0.10, steps: 170800
episode: 137, score: 14.120000000000068, average score: -7.8, best score: 20.80, epsilon: 0.10, steps: 171976
episode: 138, score: -193.63499999999976, average score: -10.4, best score: 20.80, epsilon: 0.10, steps: 172703
episode: 139, score: -183.39999999999992, average score: -12.7, best score: 20.80, epsilon: 0.10, steps: 173383
episode: 140, score: 82.30499999999937, average score: -12.4, best score: 20.80, epsilon: 0.10, steps: 174922
episode: 141, score: 24.345000000000176, average score: -12.6, best score: 20.80, epsilon: 0.10, steps: 176053
episode: 142, score: 75.79499999999888, average score: -12.4, best score: 20.80, epsilon: 0.10, steps: 176894
episode: 143, score: 31.29499999999988, average score: -12.7, best score: 20.80, epsilon: 0.10, steps: 178635
episode: 144, score: 53.66499999999791, average score: -12.5, best score: 20.80, epsilon: 0.10, steps: 179902
episode: 145, score: -173.48500000000098, average score: -14.8, best score: 20.80, epsilon: 0.10, steps: 180599
episode: 146, score: 12.924999999999903, average score: -15.2, best score: 20.80, epsilon: 0.10, steps: 182014
episode: 147, score: -52.379999999999164, average score: -14.2, best score: 20.80, epsilon: 0.10, steps: 184490
episode: 148, score: 29.160000000000764, average score: -14.1, best score: 20.80, epsilon: 0.10, steps: 186658
episode: 149, score: 5.240000000000177, average score: -12.4, best score: 20.80, epsilon: 0.10, steps: 187610
episode: 150, score: -49.61500000000197, average score: -13.3, best score: 20.80, epsilon: 0.10, steps: 189533
episode: 151, score: 42.58999999999846, average score: -13.4, best score: 20.80, epsilon: 0.10, steps: 191015
episode: 152, score: 33.800000000000146, average score: -13.7, best score: 20.80, epsilon: 0.10, steps: 192255
episode: 153, score: -213.33499999999992, average score: -15.9, best score: 20.80, epsilon: 0.10, steps: 192922
episode: 154, score: -42.49999999999947, average score: -17.0, best score: 20.80, epsilon: 0.10, steps: 195422
episode: 155, score: -183.67499999999993, average score: -19.0, best score: 20.80, epsilon: 0.10, steps: 196157
episode: 156, score: -7.899999999999393, average score: -16.8, best score: 20.80, epsilon: 0.10, steps: 197737
episode: 157, score: 11.760000000000199, average score: -17.3, best score: 20.80, epsilon: 0.10, steps: 199385
episode: 158, score: -47.6849999999997, average score: -18.1, best score: 20.80, epsilon: 0.10, steps: 200922
episode: 159, score: -9.419999999999488, average score: -18.8, best score: 20.80, epsilon: 0.10, steps: 202806
episode: 160, score: -78.2400000000017, average score: -19.8, best score: 20.80, epsilon: 0.10, steps: 204454
episode: 161, score: 21.809999999999814, average score: -19.9, best score: 20.80, epsilon: 0.10, steps: 206092
episode: 162, score: 1.3450000000001232, average score: -19.9, best score: 20.80, epsilon: 0.10, steps: 207823
episode: 163, score: 32.46499999999958, average score: -19.7, best score: 20.80, epsilon: 0.10, steps: 209330
episode: 164, score: -173.60999999999973, average score: -21.7, best score: 20.80, epsilon: 0.10, steps: 210052
episode: 165, score: -253.6700000000003, average score: -24.7, best score: 20.80, epsilon: 0.10, steps: 210786
episode: 166, score: -67.23000000000104, average score: -25.1, best score: 20.80, epsilon: 0.10, steps: 212232
episode: 167, score: 27.50000000000031, average score: -22.9, best score: 20.80, epsilon: 0.10, steps: 214732
episode: 168, score: 44.10500000000006, average score: -22.7, best score: 20.80, epsilon: 0.10, steps: 215911
episode: 169, score: -183.38000000000005, average score: -22.8, best score: 20.80, epsilon: 0.10, steps: 216587
episode: 170, score: -213.39999999999998, average score: -25.4, best score: 20.80, epsilon: 0.10, steps: 217267
episode: 171, score: 25.945000000000224, average score: -25.5, best score: 20.80, epsilon: 0.10, steps: 218078
episode: 172, score: -2.4999999999996696, average score: -25.9, best score: 20.80, epsilon: 0.10, steps: 220578
episode: 173, score: -66.18500000000084, average score: -24.6, best score: 20.80, epsilon: 0.10, steps: 221815
episode: 174, score: 17.50000000000196, average score: -22.3, best score: 20.80, epsilon: 0.10, steps: 224315
episode: 175, score: -213.365, average score: -24.8, best score: 20.80, epsilon: 0.10, steps: 224988
episode: 176, score: -233.58500000000043, average score: -27.3, best score: 20.80, epsilon: 0.10, steps: 225705
episode: 177, score: -2.5000000000002025, average score: -27.9, best score: 20.80, epsilon: 0.10, steps: 228205
episode: 178, score: -183.22499999999994, average score: -30.0, best score: 20.80, epsilon: 0.10, steps: 228850
episode: 179, score: -193.3349999999998, average score: -31.7, best score: 20.80, epsilon: 0.10, steps: 229517
episode: 180, score: 7.49999999999872, average score: -31.9, best score: 20.80, epsilon: 0.10, steps: 232017
episode: 181, score: -22.500000000000863, average score: -32.3, best score: 20.80, epsilon: 0.10, steps: 234517
episode: 182, score: 24.104999999999613, average score: -31.2, best score: 20.80, epsilon: 0.10, steps: 235696
episode: 183, score: -183.31999999999965, average score: -31.3, best score: 20.80, epsilon: 0.10, steps: 236360
episode: 184, score: -193.64999999999964, average score: -33.4, best score: 20.80, epsilon: 0.10, steps: 237090
episode: 185, score: -7.919999999999616, average score: -33.8, best score: 20.80, epsilon: 0.10, steps: 238674
episode: 186, score: 73.23499999999811, average score: -33.3, best score: 20.80, epsilon: 0.10, steps: 240027
episode: 187, score: 54.06500000000002, average score: -31.0, best score: 20.80, epsilon: 0.10, steps: 241214
episode: 188, score: -213.39500000000007, average score: -33.5, best score: 20.80, epsilon: 0.10, steps: 241893
episode: 189, score: 67.47000000000006, average score: -33.4, best score: 20.80, epsilon: 0.10, steps: 242399
episode: 190, score: 4.269999999999817, average score: -33.4, best score: 20.80, epsilon: 0.10, steps: 243545
episode: 191, score: -75.4050000000012, average score: -34.3, best score: 20.80, epsilon: 0.10, steps: 244626
episode: 192, score: 43.38999999999988, average score: -34.2, best score: 20.80, epsilon: 0.10, steps: 245948
episode: 193, score: 34.88500000000012, average score: -33.6, best score: 20.80, epsilon: 0.10, steps: 246971
episode: 194, score: 75.51999999999926, average score: -32.2, best score: 20.80, epsilon: 0.10, steps: 247867
episode: 195, score: 55.83999999999902, average score: -32.3, best score: 20.80, epsilon: 0.10, steps: 248699
episode: 196, score: 45.70000000000023, average score: -29.9, best score: 20.80, epsilon: 0.10, steps: 249559
episode: 197, score: 25.739999999999945, average score: -29.4, best score: 20.80, epsilon: 0.10, steps: 250411
episode: 198, score: -57.89500000000266, average score: -30.4, best score: 20.80, epsilon: 0.10, steps: 251990
episode: 199, score: -7.465000000001103, average score: -30.7, best score: 20.80, epsilon: 0.10, steps: 253483
episode: 200, score: 33.24499999999964, average score: -30.2, best score: 20.80, epsilon: 0.10, steps: 254834
episode: 201, score: 18.805000000000064, average score: -30.5, best score: 20.80, epsilon: 0.10, steps: 257073
episode: 202, score: 44.169999999999185, average score: -28.3, best score: 20.80, epsilon: 0.10, steps: 258239
episode: 203, score: 15.259999999999906, average score: -28.7, best score: 20.80, epsilon: 0.10, steps: 259187
episode: 204, score: 30.3549999999995, average score: -28.8, best score: 20.80, epsilon: 0.10, steps: 261116
episode: 205, score: 45.61999999999989, average score: -28.7, best score: 20.80, epsilon: 0.10, steps: 261992
episode: 206, score: -48.84500000000214, average score: -29.0, best score: 20.80, epsilon: 0.10, steps: 263761
episode: 207, score: -60.32000000000338, average score: -29.9, best score: 20.80, epsilon: 0.10, steps: 265825
episode: 208, score: -233.44, average score: -32.7, best score: 20.80, epsilon: 0.10, steps: 266513
episode: 209, score: 55.91500000000015, average score: -32.5, best score: 20.80, epsilon: 0.10, steps: 267330
episode: 210, score: -0.1499999999995154, average score: -33.2, best score: 20.80, epsilon: 0.10, steps: 269360
episode: 211, score: 45.27499999999999, average score: -31.2, best score: 20.80, epsilon: 0.10, steps: 270305
episode: 212, score: 32.9449999999997, average score: -29.1, best score: 20.80, epsilon: 0.10, steps: 271716
episode: 213, score: 34.33500000000005, average score: -29.2, best score: 20.80, epsilon: 0.10, steps: 272849
episode: 214, score: -0.34999999999965326, average score: -29.3, best score: 20.80, epsilon: 0.10, steps: 274919
episode: 215, score: -183.39499999999992, average score: -31.7, best score: 20.80, epsilon: 0.10, steps: 275598
episode: 216, score: -193.67, average score: -34.0, best score: 20.80, epsilon: 0.10, steps: 276332
episode: 217, score: -36.664999999999964, average score: -34.5, best score: 20.80, epsilon: 0.10, steps: 277665
episode: 218, score: 54.355000000000054, average score: -34.1, best score: 20.80, epsilon: 0.10, steps: 278794
episode: 219, score: -8.225000000001002, average score: -32.1, best score: 20.80, epsilon: 0.10, steps: 280439
episode: 220, score: -15.050000000000088, average score: -32.6, best score: 20.80, epsilon: 0.10, steps: 281449
episode: 221, score: 61.74499999999681, average score: -32.0, best score: 20.80, epsilon: 0.10, steps: 283100
episode: 222, score: -22.500000000000114, average score: -32.6, best score: 20.80, epsilon: 0.10, steps: 285600
episode: 223, score: -213.3650000000003, average score: -35.0, best score: 20.80, epsilon: 0.10, steps: 286273
episode: 224, score: 53.309999999998716, average score: -35.2, best score: 20.80, epsilon: 0.10, steps: 287611
episode: 225, score: -32.50000000000171, average score: -35.9, best score: 20.80, epsilon: 0.10, steps: 290111
episode: 226, score: -22.500000000000227, average score: -36.4, best score: 20.80, epsilon: 0.10, steps: 292611
episode: 227, score: -223.91000000000025, average score: -38.6, best score: 20.80, epsilon: 0.10, steps: 293393
episode: 228, score: 21.659999999999926, average score: -38.5, best score: 20.80, epsilon: 0.10, steps: 295061
episode: 229, score: -78.02500000000158, average score: -39.1, best score: 20.80, epsilon: 0.10, steps: 296666
episode: 230, score: 23.739999999999995, average score: -37.1, best score: 20.80, epsilon: 0.10, steps: 297918
episode: 231, score: -223.44500000000008, average score: -37.5, best score: 20.80, epsilon: 0.10, steps: 298607
episode: 232, score: 30.144999999999357, average score: -35.6, best score: 20.80, epsilon: 0.10, steps: 300578
episode: 233, score: -183.34499999999957, average score: -37.4, best score: 20.80, epsilon: 0.10, steps: 301247
episode: 234, score: -193.33500000000006, average score: -40.0, best score: 20.80, epsilon: 0.10, steps: 301914
episode: 235, score: -68.62500000000094, average score: -41.0, best score: 20.80, epsilon: 0.10, steps: 303639
episode: 236, score: -203.68499999999977, average score: -43.3, best score: 20.80, epsilon: 0.10, steps: 304376
episode: 237, score: -203.76, average score: -45.5, best score: 20.80, epsilon: 0.10, steps: 305128
episode: 238, score: 65.03999999999907, average score: -42.9, best score: 20.80, epsilon: 0.10, steps: 306120
episode: 239, score: -77.47500000000211, average score: -41.8, best score: 20.80, epsilon: 0.10, steps: 307615
episode: 240, score: 17.500000000000366, average score: -42.5, best score: 20.80, epsilon: 0.10, steps: 310115
episode: 241, score: -213.38000000000022, average score: -44.8, best score: 20.80, epsilon: 0.10, steps: 310791
episode: 242, score: -22.499999999998895, average score: -45.8, best score: 20.80, epsilon: 0.10, steps: 313291
episode: 243, score: -32.500000000000774, average score: -46.5, best score: 20.80, epsilon: 0.10, steps: 315791
episode: 244, score: -9.144999999999966, average score: -47.1, best score: 20.80, epsilon: 0.10, steps: 317620
episode: 245, score: -8.529999999999623, average score: -45.4, best score: 20.80, epsilon: 0.10, steps: 319326
episode: 246, score: -10.029999999999935, average score: -45.7, best score: 20.80, epsilon: 0.10, steps: 321332
episode: 247, score: -32.499999999999375, average score: -45.5, best score: 20.80, epsilon: 0.10, steps: 323832
episode: 248, score: -22.499999999999012, average score: -46.0, best score: 20.80, epsilon: 0.10, steps: 326332
episode: 249, score: -58.49000000000237, average score: -46.6, best score: 20.80, epsilon: 0.10, steps: 328030
episode: 250, score: 44.265000000000136, average score: -45.7, best score: 20.80, epsilon: 0.10, steps: 329177
episode: 251, score: -2.4999999999999876, average score: -46.1, best score: 20.80, epsilon: 0.10, steps: 331677
episode: 252, score: -163.44500000000036, average score: -48.1, best score: 20.80, epsilon: 0.10, steps: 332366
episode: 253, score: -173.39999999999998, average score: -47.7, best score: 20.80, epsilon: 0.10, steps: 333046
episode: 254, score: 43.34, average score: -46.8, best score: 20.80, epsilon: 0.10, steps: 334378
episode: 255, score: 17.50000000000234, average score: -44.8, best score: 20.80, epsilon: 0.10, steps: 336878
episode: 256, score: 43.63999999999982, average score: -44.3, best score: 20.80, epsilon: 0.10, steps: 338150
episode: 257, score: -22.49999999999979, average score: -44.7, best score: 20.80, epsilon: 0.10, steps: 340650
episode: 258, score: -2.49999999999981, average score: -44.2, best score: 20.80, epsilon: 0.10, steps: 343150
episode: 259, score: 34.06999999999977, average score: -43.8, best score: 20.80, epsilon: 0.10, steps: 344336
episode: 260, score: -2.499999999999832, average score: -43.0, best score: 20.80, epsilon: 0.10, steps: 346836
episode: 261, score: 21.3750000000002, average score: -43.0, best score: 20.80, epsilon: 0.10, steps: 348561
episode: 262, score: -12.500000000000353, average score: -43.2, best score: 20.80, epsilon: 0.10, steps: 351061
episode: 263, score: 32.00999999999954, average score: -43.2, best score: 20.80, epsilon: 0.10, steps: 352659
episode: 264, score: 53.65000000000014, average score: -40.9, best score: 20.80, epsilon: 0.10, steps: 353929
episode: 265, score: -233.3000000000005, average score: -40.7, best score: 20.80, epsilon: 0.10, steps: 354589
episode: 266, score: -243.26000000000056, average score: -42.5, best score: 20.80, epsilon: 0.10, steps: 355241
episode: 267, score: -203.2950000000002, average score: -44.8, best score: 20.80, epsilon: 0.10, steps: 355900
episode: 268, score: -2.5000000000001306, average score: -45.2, best score: 20.80, epsilon: 0.10, steps: 358400
episode: 269, score: -68.49500000000106, average score: -44.1, best score: 20.80, epsilon: 0.10, steps: 360099
episode: 270, score: -77.49000000000164, average score: -42.7, best score: 20.80, epsilon: 0.10, steps: 361597
episode: 271, score: -203.63000000000017, average score: -45.0, best score: 20.80, epsilon: 0.10, steps: 362323
episode: 272, score: -243.55500000000035, average score: -47.4, best score: 20.80, epsilon: 0.10, steps: 363034
episode: 273, score: 43.90000000000064, average score: -46.3, best score: 20.80, epsilon: 0.10, steps: 364254
episode: 274, score: 21.51500000000005, average score: -46.3, best score: 20.80, epsilon: 0.10, steps: 365951
episode: 275, score: -173.66, average score: -45.9, best score: 20.80, epsilon: 0.10, steps: 366683
episode: 276, score: -68.7050000000023, average score: -44.2, best score: 20.80, epsilon: 0.10, steps: 368424
episode: 277, score: 15.270000000000028, average score: -44.1, best score: 20.80, epsilon: 0.10, steps: 369370
episode: 278, score: 30.689999999999486, average score: -41.9, best score: 20.80, epsilon: 0.10, steps: 371232
