episode: 0, score: 50.0, average score: 50.0, best score: -inf, epsilon: 0.99, steps: 754
episode: 47, score: -80.0, average score: -11.2, best score: 50.00, epsilon: 0.30, steps: 70153
episode: 48, score: 30.0, average score: -10.4, best score: 50.00, epsilon: 0.29, steps: 71486
episode: 49, score: -40.0, average score: -11.0, best score: 50.00, epsilon: 0.28, steps: 72065
episode: 50, score: -70.0, average score: -12.2, best score: 50.00, epsilon: 0.27, steps: 72571
episode: 51, score: -50.0, average score: -12.9, best score: 50.00, epsilon: 0.27, steps: 73031
episode: 52, score: -20.0, average score: -13.0, best score: 50.00, epsilon: 0.24, steps: 75804
episode: 53, score: 40.0, average score: -12.0, best score: 50.00, epsilon: 0.21, steps: 78803
episode: 54, score: 80.0, average score: -10.4, best score: 50.00, epsilon: 0.21, steps: 79492
episode: 55, score: 60.0, average score: -9.1, best score: 50.00, epsilon: 0.20, steps: 80545
episode: 56, score: -40.0, average score: -9.6, best score: 50.00, epsilon: 0.19, steps: 81260
episode: 57, score: 70.0, average score: -8.3, best score: 50.00, epsilon: 0.14, steps: 85595
episode: 58, score: -70.0, average score: -9.3, best score: 50.00, epsilon: 0.14, steps: 86058
episode: 59, score: -20.0, average score: -9.5, best score: 50.00, epsilon: 0.12, steps: 88286
episode: 60, score: 50.0, average score: -8.5, best score: 50.00, epsilon: 0.10, steps: 90241
episode: 61, score: -40.0, average score: -9.0, best score: 50.00, epsilon: 0.10, steps: 92363
episode: 62, score: 60.0, average score: -7.9, best score: 50.00, epsilon: 0.10, steps: 92830
episode: 63, score: -50.0, average score: -8.6, best score: 50.00, epsilon: 0.10, steps: 93680
episode: 64, score: 70.0, average score: -7.4, best score: 50.00, epsilon: 0.10, steps: 93986
episode: 65, score: -50.0, average score: -8.0, best score: 50.00, epsilon: 0.10, steps: 95693
episode: 66, score: 40.0, average score: -7.3, best score: 50.00, epsilon: 0.10, steps: 96849
episode: 67, score: -30.0, average score: -7.6, best score: 50.00, epsilon: 0.10, steps: 97635
episode: 68, score: -40.0, average score: -8.1, best score: 50.00, epsilon: 0.10, steps: 98501
episode: 69, score: -40.0, average score: -8.6, best score: 50.00, epsilon: 0.10, steps: 99322
episode: 70, score: -30.0, average score: -8.9, best score: 50.00, epsilon: 0.10, steps: 102202
episode: 71, score: -50.0, average score: -9.4, best score: 50.00, epsilon: 0.10, steps: 107263
episode: 72, score: -50.0, average score: -10.0, best score: 50.00, epsilon: 0.10, steps: 112588
episode: 73, score: -40.0, average score: -10.4, best score: 50.00, epsilon: 0.10, steps: 128026
episode: 74, score: -30.0, average score: -10.7, best score: 50.00, epsilon: 0.10, steps: 128630
episode: 75, score: -110.0, average score: -12.0, best score: 50.00, epsilon: 0.10, steps: 129207
episode: 76, score: -90.0, average score: -13.0, best score: 50.00, epsilon: 0.10, steps: 130046
episode: 77, score: -30.0, average score: -13.2, best score: 50.00, epsilon: 0.10, steps: 130747
episode: 78, score: -110.0, average score: -14.4, best score: 50.00, epsilon: 0.10, steps: 131314
episode: 79, score: 60.0, average score: -13.5, best score: 50.00, epsilon: 0.10, steps: 132657
episode: 80, score: 30.0, average score: -13.0, best score: 50.00, epsilon: 0.10, steps: 160027
episode: 81, score: -20.0, average score: -13.0, best score: 50.00, epsilon: 0.10, steps: 183499
episode: 82, score: 20.0, average score: -12.7, best score: 50.00, epsilon: 0.10, steps: 206662
episode: 83, score: -100.0, average score: -13.7, best score: 50.00, epsilon: 0.10, steps: 212323
episode: 84, score: 70.0, average score: -12.7, best score: 50.00, epsilon: 0.10, steps: 214099
episode: 85, score: 80.0, average score: -11.6, best score: 50.00, epsilon: 0.10, steps: 224260
episode: 86, score: 50.0, average score: -10.9, best score: 50.00, epsilon: 0.10, steps: 243438
episode: 87, score: 60.0, average score: -10.1, best score: 50.00, epsilon: 0.10, steps: 245476
episode: 88, score: -110.0, average score: -11.2, best score: 50.00, epsilon: 0.10, steps: 246642
episode: 89, score: 80.0, average score: -10.2, best score: 50.00, epsilon: 0.10, steps: 248106
episode: 90, score: 20.0, average score: -9.9, best score: 50.00, epsilon: 0.10, steps: 249944
episode: 91, score: 80.0, average score: -8.9, best score: 50.00, epsilon: 0.10, steps: 251837
episode: 92, score: 30.0, average score: -8.5, best score: 50.00, epsilon: 0.10, steps: 253538
episode: 93, score: 30.0, average score: -8.1, best score: 50.00, epsilon: 0.10, steps: 256336
episode: 94, score: -70.0, average score: -8.7, best score: 50.00, epsilon: 0.10, steps: 260418
episode: 95, score: 20.0, average score: -8.4, best score: 50.00, epsilon: 0.10, steps: 264173
episode: 96, score: -50.0, average score: -8.9, best score: 50.00, epsilon: 0.10, steps: 266825
episode: 97, score: -20.0, average score: -9.0, best score: 50.00, epsilon: 0.10, steps: 271099
episode: 98, score: 70.0, average score: -8.2, best score: 50.00, epsilon: 0.10, steps: 273606
episode: 99, score: -100.0, average score: -9.1, best score: 50.00, epsilon: 0.10, steps: 279765
episode: 100, score: -70.0, average score: -10.3, best score: 50.00, epsilon: 0.10, steps: 286850
episode: 101, score: -70.0, average score: -11.2, best score: 50.00, epsilon: 0.10, steps: 288859
episode: 102, score: -60.0, average score: -11.5, best score: 50.00, epsilon: 0.10, steps: 290160
episode: 103, score: -40.0, average score: -11.6, best score: 50.00, epsilon: 0.10, steps: 298840
episode: 104, score: 20.0, average score: -11.1, best score: 50.00, epsilon: 0.10, steps: 310163
episode: 105, score: 30.0, average score: -11.3, best score: 50.00, epsilon: 0.10, steps: 314826
episode: 106, score: 40.0, average score: -11.4, best score: 50.00, epsilon: 0.10, steps: 318593
episode: 107, score: -10.0, average score: -10.7, best score: 50.00, epsilon: 0.10, steps: 319432
episode: 108, score: 40.0, average score: -9.9, best score: 50.00, epsilon: 0.10, steps: 322389
episode: 109, score: -30.0, average score: -9.8, best score: 50.00, epsilon: 0.10, steps: 330921
episode: 110, score: 30.0, average score: -9.3, best score: 50.00, epsilon: 0.10, steps: 337019
episode: 111, score: 30.0, average score: -8.5, best score: 50.00, epsilon: 0.10, steps: 338094
episode: 112, score: -50.0, average score: -8.5, best score: 50.00, epsilon: 0.10, steps: 340084
episode: 113, score: -40.0, average score: -9.3, best score: 50.00, epsilon: 0.10, steps: 341788
episode: 114, score: 30.0, average score: -8.5, best score: 50.00, epsilon: 0.10, steps: 357577
episode: 115, score: 70.0, average score: -8.2, best score: 50.00, epsilon: 0.10, steps: 362217
episode: 116, score: 50.0, average score: -7.5, best score: 50.00, epsilon: 0.10, steps: 365835
episode: 117, score: 60.0, average score: -7.1, best score: 50.00, epsilon: 0.10, steps: 373929
episode: 118, score: 60.0, average score: -6.0, best score: 50.00, epsilon: 0.10, steps: 380138
episode: 119, score: -20.0, average score: -6.7, best score: 50.00, epsilon: 0.10, steps: 384075
episode: 120, score: 40.0, average score: -6.1, best score: 50.00, epsilon: 0.10, steps: 386481
episode: 121, score: 40.0, average score: -5.3, best score: 50.00, epsilon: 0.10, steps: 388073
episode: 122, score: -40.0, average score: -6.0, best score: 50.00, epsilon: 0.10, steps: 390231
episode: 123, score: 40.0, average score: -5.2, best score: 50.00, epsilon: 0.10, steps: 392954
episode: 124, score: -40.0, average score: -5.3, best score: 50.00, epsilon: 0.10, steps: 395074
episode: 125, score: 50.0, average score: -4.5, best score: 50.00, epsilon: 0.10, steps: 402665
episode: 126, score: -70.0, average score: -4.6, best score: 50.00, epsilon: 0.10, steps: 404623
episode: 127, score: -20.0, average score: -5.1, best score: 50.00, epsilon: 0.10, steps: 407304
episode: 128, score: -30.0, average score: -5.1, best score: 50.00, epsilon: 0.10, steps: 409000
episode: 129, score: -50.0, average score: -5.8, best score: 50.00, epsilon: 0.10, steps: 412124
episode: 130, score: -50.0, average score: -6.8, best score: 50.00, epsilon: 0.10, steps: 415868
episode: 131, score: 30.0, average score: -6.0, best score: 50.00, epsilon: 0.10, steps: 438510
episode: 132, score: 60.0, average score: -5.1, best score: 50.00, epsilon: 0.10, steps: 441394
episode: 133, score: 30.0, average score: -4.4, best score: 50.00, epsilon: 0.10, steps: 442662
episode: 134, score: -40.0, average score: -4.6, best score: 50.00, epsilon: 0.10, steps: 444298
episode: 135, score: -100.0, average score: -5.4, best score: 50.00, epsilon: 0.10, steps: 444913
episode: 136, score: 30.0, average score: -4.4, best score: 50.00, epsilon: 0.10, steps: 449114
episode: 137, score: 40.0, average score: -3.5, best score: 50.00, epsilon: 0.10, steps: 451851
episode: 138, score: 60.0, average score: -3.5, best score: 50.00, epsilon: 0.10, steps: 456840
episode: 139, score: 30.0, average score: -2.8, best score: 50.00, epsilon: 0.10, steps: 467572
episode: 140, score: -20.0, average score: -2.6, best score: 50.00, epsilon: 0.10, steps: 469253
episode: 141, score: 80.0, average score: -2.8, best score: 50.00, epsilon: 0.10, steps: 472244
episode: 142, score: -90.0, average score: -3.9, best score: 50.00, epsilon: 0.10, steps: 473089
episode: 143, score: 60.0, average score: -2.8, best score: 50.00, epsilon: 0.10, steps: 475080
episode: 144, score: -50.0, average score: -3.0, best score: 50.00, epsilon: 0.10, steps: 475950
episode: 145, score: -40.0, average score: -3.9, best score: 50.00, epsilon: 0.10, steps: 477429
episode: 146, score: 80.0, average score: -3.5, best score: 50.00, epsilon: 0.10, steps: 479979
episode: 147, score: 60.0, average score: -2.1, best score: 50.00, epsilon: 0.10, steps: 482456
episode: 148, score: 90.0, average score: -1.5, best score: 50.00, epsilon: 0.10, steps: 483905
episode: 149, score: 70.0, average score: -0.4, best score: 50.00, epsilon: 0.10, steps: 484634
episode: 150, score: -20.0, average score: 0.1, best score: 50.00, epsilon: 0.10, steps: 492520
episode: 151, score: 40.0, average score: 1.0, best score: 50.00, epsilon: 0.10, steps: 496262
episode: 152, score: 20.0, average score: 1.4, best score: 50.00, epsilon: 0.10, steps: 510146
episode: 153, score: 30.0, average score: 1.3, best score: 50.00, epsilon: 0.10, steps: 511118
episode: 154, score: 80.0, average score: 1.3, best score: 50.00, epsilon: 0.10, steps: 511817
episode: 155, score: -30.0, average score: 0.4, best score: 50.00, epsilon: 0.10, steps: 512454
episode: 156, score: 110.0, average score: 1.9, best score: 50.00, epsilon: 0.10, steps: 512898
episode: 157, score: 20.0, average score: 1.4, best score: 50.00, epsilon: 0.10, steps: 513868
episode: 158, score: 30.0, average score: 2.4, best score: 50.00, epsilon: 0.10, steps: 514821
episode: 159, score: 50.0, average score: 3.1, best score: 50.00, epsilon: 0.10, steps: 515506
episode: 160, score: -50.0, average score: 2.1, best score: 50.00, epsilon: 0.10, steps: 516561
episode: 161, score: -70.0, average score: 1.8, best score: 50.00, epsilon: 0.10, steps: 516901
episode: 162, score: -40.0, average score: 0.8, best score: 50.00, epsilon: 0.10, steps: 517656
episode: 163, score: -30.0, average score: 1.0, best score: 50.00, epsilon: 0.10, steps: 518449
episode: 164, score: -60.0, average score: -0.3, best score: 50.00, epsilon: 0.10, steps: 519147
episode: 165, score: -20.0, average score: 0.0, best score: 50.00, epsilon: 0.10, steps: 520460
episode: 166, score: -50.0, average score: -0.9, best score: 50.00, epsilon: 0.10, steps: 521091
episode: 167, score: -20.0, average score: -0.8, best score: 50.00, epsilon: 0.10, steps: 522054
episode: 168, score: -60.0, average score: -1.0, best score: 50.00, epsilon: 0.10, steps: 522675
episode: 169, score: -60.0, average score: -1.2, best score: 50.00, epsilon: 0.10, steps: 523333
episode: 170, score: -20.0, average score: -1.1, best score: 50.00, epsilon: 0.10, steps: 524110
episode: 171, score: -40.0, average score: -1.0, best score: 50.00, epsilon: 0.10, steps: 524719
episode: 172, score: -90.0, average score: -1.4, best score: 50.00, epsilon: 0.10, steps: 525114
episode: 173, score: -30.0, average score: -1.3, best score: 50.00, epsilon: 0.10, steps: 525874
episode: 174, score: 40.0, average score: -0.6, best score: 50.00, epsilon: 0.10, steps: 526493
episode: 175, score: -60.0, average score: -0.1, best score: 50.00, epsilon: 0.10, steps: 527219
episode: 176, score: -50.0, average score: 0.3, best score: 50.00, epsilon: 0.10, steps: 528017
episode: 177, score: -30.0, average score: 0.3, best score: 50.00, epsilon: 0.10, steps: 528721
episode: 178, score: -40.0, average score: 1.0, best score: 50.00, epsilon: 0.10, steps: 529802
episode: 179, score: 50.0, average score: 0.9, best score: 50.00, epsilon: 0.10, steps: 530368
episode: 180, score: -20.0, average score: 0.4, best score: 50.00, epsilon: 0.10, steps: 530858
episode: 181, score: -30.0, average score: 0.3, best score: 50.00, epsilon: 0.10, steps: 531618
episode: 182, score: 50.0, average score: 0.6, best score: 50.00, epsilon: 0.10, steps: 532319
episode: 183, score: 20.0, average score: 1.8, best score: 50.00, epsilon: 0.10, steps: 533400
episode: 184, score: 50.0, average score: 1.6, best score: 50.00, epsilon: 0.10, steps: 534239
episode: 185, score: 30.0, average score: 1.1, best score: 50.00, epsilon: 0.10, steps: 534921
episode: 186, score: 30.0, average score: 0.9, best score: 50.00, epsilon: 0.10, steps: 536664
episode: 187, score: -30.0, average score: 0.0, best score: 50.00, epsilon: 0.10, steps: 538051
episode: 188, score: 90.0, average score: 2.0, best score: 50.00, epsilon: 0.10, steps: 539515
episode: 189, score: 60.0, average score: 1.8, best score: 50.00, epsilon: 0.10, steps: 541000
episode: 190, score: 80.0, average score: 2.4, best score: 50.00, epsilon: 0.10, steps: 542201
episode: 191, score: -50.0, average score: 1.1, best score: 50.00, epsilon: 0.10, steps: 543555
episode: 192, score: -70.0, average score: 0.1, best score: 50.00, epsilon: 0.10, steps: 544315
episode: 193, score: -50.0, average score: -0.7, best score: 50.00, epsilon: 0.10, steps: 545516
episode: 194, score: 60.0, average score: 0.6, best score: 50.00, epsilon: 0.10, steps: 547263
episode: 195, score: 40.0, average score: 0.8, best score: 50.00, epsilon: 0.10, steps: 549579
episode: 196, score: -90.0, average score: 0.4, best score: 50.00, epsilon: 0.10, steps: 550466
episode: 197, score: 70.0, average score: 1.3, best score: 50.00, epsilon: 0.10, steps: 551196
episode: 198, score: -80.0, average score: -0.2, best score: 50.00, epsilon: 0.10, steps: 552909
episode: 199, score: 70.0, average score: 1.5, best score: 50.00, epsilon: 0.10, steps: 553414
episode: 200, score: 60.0, average score: 2.8, best score: 50.00, epsilon: 0.10, steps: 554376
episode: 201, score: 50.0, average score: 4.0, best score: 50.00, epsilon: 0.10, steps: 555859
episode: 202, score: -110.0, average score: 3.5, best score: 50.00, epsilon: 0.10, steps: 555983
episode: 203, score: 40.0, average score: 4.3, best score: 50.00, epsilon: 0.10, steps: 557175
episode: 204, score: -40.0, average score: 3.7, best score: 50.00, epsilon: 0.10, steps: 557914
episode: 205, score: 70.0, average score: 4.1, best score: 50.00, epsilon: 0.10, steps: 559854
episode: 206, score: 70.0, average score: 4.4, best score: 50.00, epsilon: 0.10, steps: 560648
episode: 207, score: -50.0, average score: 4.0, best score: 50.00, epsilon: 0.10, steps: 561972
episode: 208, score: 20.0, average score: 3.8, best score: 50.00, epsilon: 0.10, steps: 562937
episode: 209, score: -80.0, average score: 3.3, best score: 50.00, epsilon: 0.10, steps: 563427
episode: 210, score: -50.0, average score: 2.5, best score: 50.00, epsilon: 0.10, steps: 564186
episode: 211, score: 50.0, average score: 2.7, best score: 50.00, epsilon: 0.10, steps: 565149
episode: 212, score: 50.0, average score: 3.7, best score: 50.00, epsilon: 0.10, steps: 566423
episode: 213, score: 60.0, average score: 4.7, best score: 50.00, epsilon: 0.10, steps: 567258
episode: 214, score: -20.0, average score: 4.2, best score: 50.00, epsilon: 0.10, steps: 568374
episode: 215, score: -80.0, average score: 2.7, best score: 50.00, epsilon: 0.10, steps: 569040
episode: 216, score: 40.0, average score: 2.6, best score: 50.00, epsilon: 0.10, steps: 570332
episode: 217, score: -20.0, average score: 1.8, best score: 50.00, epsilon: 0.10, steps: 571613
episode: 218, score: 40.0, average score: 1.6, best score: 50.00, epsilon: 0.10, steps: 573588
episode: 219, score: -20.0, average score: 1.6, best score: 50.00, epsilon: 0.10, steps: 574707
episode: 220, score: 30.0, average score: 1.5, best score: 50.00, epsilon: 0.10, steps: 576437
episode: 221, score: -50.0, average score: 0.6, best score: 50.00, epsilon: 0.10, steps: 577771
episode: 222, score: -30.0, average score: 0.7, best score: 50.00, epsilon: 0.10, steps: 578771
episode: 223, score: -60.0, average score: -0.3, best score: 50.00, epsilon: 0.10, steps: 579788
episode: 224, score: -20.0, average score: -0.1, best score: 50.00, epsilon: 0.10, steps: 582267
episode: 225, score: -70.0, average score: -1.3, best score: 50.00, epsilon: 0.10, steps: 587270
episode: 226, score: -60.0, average score: -1.2, best score: 50.00, epsilon: 0.10, steps: 587996
episode: 227, score: 60.0, average score: -0.4, best score: 50.00, epsilon: 0.10, steps: 596069
episode: 228, score: 50.0, average score: 0.4, best score: 50.00, epsilon: 0.10, steps: 603887
episode: 229, score: 30.0, average score: 1.2, best score: 50.00, epsilon: 0.10, steps: 606216
episode: 230, score: -90.0, average score: 0.8, best score: 50.00, epsilon: 0.10, steps: 609479
episode: 231, score: -40.0, average score: 0.1, best score: 50.00, epsilon: 0.10, steps: 610401
episode: 232, score: 50.0, average score: 0.0, best score: 50.00, epsilon: 0.10, steps: 612750
episode: 233, score: 20.0, average score: -0.1, best score: 50.00, epsilon: 0.10, steps: 614942
episode: 234, score: 50.0, average score: 0.8, best score: 50.00, epsilon: 0.10, steps: 616949
episode: 235, score: 30.0, average score: 2.1, best score: 50.00, epsilon: 0.10, steps: 617686
episode: 236, score: -60.0, average score: 1.2, best score: 50.00, epsilon: 0.10, steps: 618367
episode: 237, score: 30.0, average score: 1.1, best score: 50.00, epsilon: 0.10, steps: 619160
episode: 238, score: -50.0, average score: 0.0, best score: 50.00, epsilon: 0.10, steps: 619815
episode: 239, score: 40.0, average score: 0.1, best score: 50.00, epsilon: 0.10, steps: 622092
episode: 240, score: 30.0, average score: 0.6, best score: 50.00, epsilon: 0.10, steps: 622680
episode: 241, score: -90.0, average score: -1.1, best score: 50.00, epsilon: 0.10, steps: 633117
episode: 242, score: -50.0, average score: -0.7, best score: 50.00, epsilon: 0.10, steps: 646805
episode: 243, score: 60.0, average score: -0.7, best score: 50.00, epsilon: 0.10, steps: 664126
episode: 244, score: -40.0, average score: -0.6, best score: 50.00, epsilon: 0.10, steps: 701124
episode: 245, score: 60.0, average score: 0.4, best score: 50.00, epsilon: 0.10, steps: 737652
episode: 246, score: 60.0, average score: 0.2, best score: 50.00, epsilon: 0.10, steps: 739756
episode: 247, score: 60.0, average score: 0.2, best score: 50.00, epsilon: 0.10, steps: 748489
episode: 248, score: 40.0, average score: -0.3, best score: 50.00, epsilon: 0.10, steps: 749586
episode: 249, score: 20.0, average score: -0.8, best score: 50.00, epsilon: 0.10, steps: 750482
episode: 250, score: 30.0, average score: -0.3, best score: 50.00, epsilon: 0.10, steps: 751590
episode: 251, score: -40.0, average score: -1.1, best score: 50.00, epsilon: 0.10, steps: 752939
episode: 252, score: 70.0, average score: -0.6, best score: 50.00, epsilon: 0.10, steps: 753952
episode: 253, score: 20.0, average score: -0.7, best score: 50.00, epsilon: 0.10, steps: 757137
episode: 254, score: 20.0, average score: -1.3, best score: 50.00, epsilon: 0.10, steps: 758192
episode: 255, score: -80.0, average score: -1.8, best score: 50.00, epsilon: 0.10, steps: 758788
episode: 256, score: 90.0, average score: -2.0, best score: 50.00, epsilon: 0.10, steps: 759742
episode: 257, score: -80.0, average score: -3.0, best score: 50.00, epsilon: 0.10, steps: 760356
episode: 258, score: 20.0, average score: -3.1, best score: 50.00, epsilon: 0.10, steps: 762072
episode: 259, score: 40.0, average score: -3.2, best score: 50.00, epsilon: 0.10, steps: 763733
episode: 260, score: 20.0, average score: -2.5, best score: 50.00, epsilon: 0.10, steps: 764775
episode: 261, score: -80.0, average score: -2.6, best score: 50.00, epsilon: 0.10, steps: 765574
episode: 262, score: -20.0, average score: -2.4, best score: 50.00, epsilon: 0.10, steps: 766815
episode: 263, score: -20.0, average score: -2.3, best score: 50.00, epsilon: 0.10, steps: 768104
episode: 264, score: 60.0, average score: -1.1, best score: 50.00, epsilon: 0.10, steps: 768889
episode: 265, score: -30.0, average score: -1.2, best score: 50.00, epsilon: 0.10, steps: 769823
episode: 266, score: 20.0, average score: -0.5, best score: 50.00, epsilon: 0.10, steps: 770462
episode: 267, score: 40.0, average score: 0.1, best score: 50.00, epsilon: 0.10, steps: 771133
episode: 268, score: 50.0, average score: 1.2, best score: 50.00, epsilon: 0.10, steps: 775003
episode: 269, score: 40.0, average score: 2.2, best score: 50.00, epsilon: 0.10, steps: 776041
episode: 270, score: -60.0, average score: 1.8, best score: 50.00, epsilon: 0.10, steps: 777104
episode: 271, score: 50.0, average score: 2.7, best score: 50.00, epsilon: 0.10, steps: 778127
episode: 272, score: 20.0, average score: 3.8, best score: 50.00, epsilon: 0.10, steps: 779035
episode: 273, score: 30.0, average score: 4.4, best score: 50.00, epsilon: 0.10, steps: 780081
episode: 274, score: 30.0, average score: 4.3, best score: 50.00, epsilon: 0.10, steps: 780698
episode: 275, score: 70.0, average score: 5.6, best score: 50.00, epsilon: 0.10, steps: 781154
episode: 276, score: 20.0, average score: 6.3, best score: 50.00, epsilon: 0.10, steps: 781890
episode: 277, score: 50.0, average score: 7.1, best score: 50.00, epsilon: 0.10, steps: 782805
episode: 278, score: -40.0, average score: 7.1, best score: 50.00, epsilon: 0.10, steps: 783442
episode: 279, score: -30.0, average score: 6.3, best score: 50.00, epsilon: 0.10, steps: 784204
episode: 280, score: -60.0, average score: 5.9, best score: 50.00, epsilon: 0.10, steps: 785112
episode: 281, score: -40.0, average score: 5.8, best score: 50.00, epsilon: 0.10, steps: 785890
episode: 282, score: -30.0, average score: 5.0, best score: 50.00, epsilon: 0.10, steps: 786753
episode: 283, score: 70.0, average score: 5.5, best score: 50.00, epsilon: 0.10, steps: 787754
episode: 284, score: 50.0, average score: 5.5, best score: 50.00, epsilon: 0.10, steps: 788485
episode: 285, score: 30.0, average score: 5.5, best score: 50.00, epsilon: 0.10, steps: 789400
episode: 286, score: -20.0, average score: 5.0, best score: 50.00, epsilon: 0.10, steps: 790235
episode: 287, score: 20.0, average score: 5.5, best score: 50.00, epsilon: 0.10, steps: 791014
episode: 288, score: -40.0, average score: 4.2, best score: 50.00, epsilon: 0.10, steps: 791859
episode: 289, score: 50.0, average score: 4.1, best score: 50.00, epsilon: 0.10, steps: 792584
episode: 290, score: -50.0, average score: 2.8, best score: 50.00, epsilon: 0.10, steps: 793597
episode: 291, score: 80.0, average score: 4.1, best score: 50.00, epsilon: 0.10, steps: 794353
episode: 292, score: -30.0, average score: 4.5, best score: 50.00, epsilon: 0.10, steps: 795080
episode: 293, score: -40.0, average score: 4.6, best score: 50.00, epsilon: 0.10, steps: 795882
episode: 294, score: -50.0, average score: 3.5, best score: 50.00, epsilon: 0.10, steps: 796454
episode: 295, score: -20.0, average score: 2.9, best score: 50.00, epsilon: 0.10, steps: 797313
episode: 296, score: -50.0, average score: 3.3, best score: 50.00, epsilon: 0.10, steps: 797803
episode: 297, score: 20.0, average score: 2.8, best score: 50.00, epsilon: 0.10, steps: 798528
episode: 298, score: 40.0, average score: 4.0, best score: 50.00, epsilon: 0.10, steps: 799818
episode: 299, score: 40.0, average score: 3.7, best score: 50.00, epsilon: 0.10, steps: 800480
episode: 300, score: 50.0, average score: 3.6, best score: 50.00, epsilon: 0.10, steps: 801274
episode: 301, score: 50.0, average score: 3.6, best score: 50.00, epsilon: 0.10, steps: 802319
episode: 302, score: 60.0, average score: 5.3, best score: 50.00, epsilon: 0.10, steps: 802870
