episode: 0, score: -40.0, average score: -40.0, best score: -inf, epsilon: 0.99, steps: 764
episode: 32, score: -70.0, average score: -20.3, best score: 7.50, epsilon: 0.52, steps: 48064
episode: 33, score: -20.0, average score: -20.3, best score: 7.50, epsilon: 0.46, steps: 54105
episode: 34, score: -50.0, average score: -21.1, best score: 7.50, epsilon: 0.44, steps: 55909
episode: 35, score: 50.0, average score: -19.2, best score: 7.50, epsilon: 0.43, steps: 57366
episode: 36, score: -60.0, average score: -20.3, best score: 7.50, epsilon: 0.37, steps: 63004
episode: 37, score: -30.0, average score: -20.5, best score: 7.50, epsilon: 0.33, steps: 67480
episode: 38, score: -50.0, average score: -21.3, best score: 7.50, epsilon: 0.29, steps: 70578
episode: 39, score: 40.0, average score: -19.8, best score: 7.50, epsilon: 0.26, steps: 74034
episode: 40, score: -90.0, average score: -21.5, best score: 7.50, epsilon: 0.24, steps: 76198
episode: 41, score: -60.0, average score: -22.4, best score: 7.50, epsilon: 0.22, steps: 77663
episode: 42, score: 20.0, average score: -21.4, best score: 7.50, epsilon: 0.19, steps: 81257
episode: 43, score: -80.0, average score: -22.7, best score: 7.50, epsilon: 0.18, steps: 82387
episode: 44, score: 30.0, average score: -21.6, best score: 7.50, epsilon: 0.15, steps: 84884
episode: 45, score: -20.0, average score: -21.5, best score: 7.50, epsilon: 0.13, steps: 87510
episode: 46, score: -60.0, average score: -22.3, best score: 7.50, epsilon: 0.11, steps: 89547
episode: 47, score: 70.0, average score: -20.4, best score: 7.50, epsilon: 0.10, steps: 90481
episode: 48, score: -40.0, average score: -20.8, best score: 7.50, epsilon: 0.10, steps: 92824
episode: 49, score: -70.0, average score: -21.8, best score: 7.50, epsilon: 0.10, steps: 94163
episode: 50, score: -30.0, average score: -22.0, best score: 7.50, epsilon: 0.10, steps: 95041
episode: 51, score: -50.0, average score: -22.5, best score: 7.50, epsilon: 0.10, steps: 99072
episode: 52, score: 60.0, average score: -20.9, best score: 7.50, epsilon: 0.10, steps: 99632
episode: 53, score: -70.0, average score: -21.9, best score: 7.50, epsilon: 0.10, steps: 104086
episode: 54, score: -50.0, average score: -22.4, best score: 7.50, epsilon: 0.10, steps: 108658
episode: 55, score: -40.0, average score: -22.7, best score: 7.50, epsilon: 0.10, steps: 109765
episode: 56, score: 20.0, average score: -21.9, best score: 7.50, epsilon: 0.10, steps: 111425
episode: 57, score: 40.0, average score: -20.9, best score: 7.50, epsilon: 0.10, steps: 114345
episode: 58, score: -60.0, average score: -21.5, best score: 7.50, epsilon: 0.10, steps: 118942
episode: 59, score: -30.0, average score: -21.7, best score: 7.50, epsilon: 0.10, steps: 125181
episode: 60, score: -40.0, average score: -22.0, best score: 7.50, epsilon: 0.10, steps: 132003
episode: 61, score: -50.0, average score: -22.4, best score: 7.50, epsilon: 0.10, steps: 139610
episode: 62, score: 70.0, average score: -21.0, best score: 7.50, epsilon: 0.10, steps: 152577
episode: 63, score: 40.0, average score: -20.0, best score: 7.50, epsilon: 0.10, steps: 174362
episode: 64, score: 40.0, average score: -19.1, best score: 7.50, epsilon: 0.10, steps: 208068
episode: 65, score: -40.0, average score: -19.4, best score: 7.50, epsilon: 0.10, steps: 210326
episode: 66, score: 50.0, average score: -18.4, best score: 7.50, epsilon: 0.10, steps: 211265
episode: 67, score: 50.0, average score: -17.4, best score: 7.50, epsilon: 0.10, steps: 211961
episode: 68, score: 20.0, average score: -16.8, best score: 7.50, epsilon: 0.10, steps: 216162
episode: 69, score: -80.0, average score: -17.7, best score: 7.50, epsilon: 0.10, steps: 217044
episode: 70, score: 20.0, average score: -17.2, best score: 7.50, epsilon: 0.10, steps: 218264
episode: 71, score: -20.0, average score: -17.2, best score: 7.50, epsilon: 0.10, steps: 219013
episode: 72, score: -30.0, average score: -17.4, best score: 7.50, epsilon: 0.10, steps: 219798
episode: 73, score: -100.0, average score: -18.5, best score: 7.50, epsilon: 0.10, steps: 220310
episode: 74, score: 90.0, average score: -17.1, best score: 7.50, epsilon: 0.10, steps: 221239
episode: 75, score: -60.0, average score: -17.6, best score: 7.50, epsilon: 0.10, steps: 222088
episode: 76, score: -80.0, average score: -18.4, best score: 7.50, epsilon: 0.10, steps: 222879
episode: 77, score: -30.0, average score: -18.6, best score: 7.50, epsilon: 0.10, steps: 223618
episode: 78, score: -70.0, average score: -19.2, best score: 7.50, epsilon: 0.10, steps: 224339
episode: 79, score: 30.0, average score: -18.6, best score: 7.50, epsilon: 0.10, steps: 225301
episode: 80, score: -20.0, average score: -18.6, best score: 7.50, epsilon: 0.10, steps: 226160
episode: 81, score: 50.0, average score: -17.8, best score: 7.50, epsilon: 0.10, steps: 227365
episode: 82, score: -50.0, average score: -18.2, best score: 7.50, epsilon: 0.10, steps: 228051
episode: 83, score: -70.0, average score: -18.8, best score: 7.50, epsilon: 0.10, steps: 228918
episode: 84, score: -50.0, average score: -19.2, best score: 7.50, epsilon: 0.10, steps: 229530
episode: 85, score: 30.0, average score: -18.6, best score: 7.50, epsilon: 0.10, steps: 230268
episode: 86, score: 70.0, average score: -17.6, best score: 7.50, epsilon: 0.10, steps: 230974
episode: 87, score: -20.0, average score: -17.6, best score: 7.50, epsilon: 0.10, steps: 231731
episode: 88, score: -50.0, average score: -18.0, best score: 7.50, epsilon: 0.10, steps: 232450
episode: 89, score: 60.0, average score: -17.1, best score: 7.50, epsilon: 0.10, steps: 232909
episode: 90, score: 20.0, average score: -16.7, best score: 7.50, epsilon: 0.10, steps: 233854
episode: 91, score: 60.0, average score: -15.9, best score: 7.50, epsilon: 0.10, steps: 234574
episode: 92, score: -20.0, average score: -15.9, best score: 7.50, epsilon: 0.10, steps: 235286
episode: 93, score: 80.0, average score: -14.9, best score: 7.50, epsilon: 0.10, steps: 236055
episode: 94, score: 20.0, average score: -14.5, best score: 7.50, epsilon: 0.10, steps: 236986
episode: 95, score: 70.0, average score: -13.6, best score: 7.50, epsilon: 0.10, steps: 237797
episode: 96, score: -70.0, average score: -14.2, best score: 7.50, epsilon: 0.10, steps: 238145
episode: 97, score: -30.0, average score: -14.4, best score: 7.50, epsilon: 0.10, steps: 239598
episode: 98, score: -30.0, average score: -14.5, best score: 7.50, epsilon: 0.10, steps: 240330
episode: 99, score: -20.0, average score: -14.6, best score: 7.50, epsilon: 0.10, steps: 241416
episode: 100, score: -30.0, average score: -14.5, best score: 7.50, epsilon: 0.10, steps: 241880
episode: 101, score: -30.0, average score: -14.6, best score: 7.50, epsilon: 0.10, steps: 245379
episode: 102, score: -80.0, average score: -15.8, best score: 7.50, epsilon: 0.10, steps: 245839
episode: 103, score: 70.0, average score: -15.6, best score: 7.50, epsilon: 0.10, steps: 249368
episode: 104, score: 50.0, average score: -14.3, best score: 7.50, epsilon: 0.10, steps: 250117
episode: 105, score: -60.0, average score: -14.7, best score: 7.50, epsilon: 0.10, steps: 250611
episode: 106, score: 30.0, average score: -14.0, best score: 7.50, epsilon: 0.10, steps: 259460
episode: 107, score: -30.0, average score: -13.9, best score: 7.50, epsilon: 0.10, steps: 260038
episode: 108, score: 70.0, average score: -12.7, best score: 7.50, epsilon: 0.10, steps: 264560
episode: 109, score: 50.0, average score: -12.5, best score: 7.50, epsilon: 0.10, steps: 267193
episode: 110, score: -20.0, average score: -12.2, best score: 7.50, epsilon: 0.10, steps: 268018
episode: 111, score: -30.0, average score: -12.1, best score: 7.50, epsilon: 0.10, steps: 268907
episode: 112, score: -30.0, average score: -12.2, best score: 7.50, epsilon: 0.10, steps: 270129
episode: 113, score: -70.0, average score: -13.5, best score: 7.50, epsilon: 0.10, steps: 270705
episode: 114, score: 20.0, average score: -13.9, best score: 7.50, epsilon: 0.10, steps: 272419
episode: 115, score: -50.0, average score: -13.7, best score: 7.50, epsilon: 0.10, steps: 273416
episode: 116, score: -20.0, average score: -13.3, best score: 7.50, epsilon: 0.10, steps: 274650
episode: 117, score: 20.0, average score: -12.9, best score: 7.50, epsilon: 0.10, steps: 275613
episode: 118, score: 50.0, average score: -12.0, best score: 7.50, epsilon: 0.10, steps: 276593
episode: 119, score: 60.0, average score: -11.6, best score: 7.50, epsilon: 0.10, steps: 277563
episode: 120, score: 80.0, average score: -10.2, best score: 7.50, epsilon: 0.10, steps: 291055
episode: 121, score: 40.0, average score: -9.6, best score: 7.50, epsilon: 0.10, steps: 292031
episode: 122, score: -70.0, average score: -9.8, best score: 7.50, epsilon: 0.10, steps: 294319
episode: 123, score: -80.0, average score: -10.2, best score: 7.50, epsilon: 0.10, steps: 295554
episode: 124, score: 50.0, average score: -9.3, best score: 7.50, epsilon: 0.10, steps: 296208
episode: 125, score: 50.0, average score: -8.1, best score: 7.50, epsilon: 0.10, steps: 297515
episode: 126, score: -50.0, average score: -8.9, best score: 7.50, epsilon: 0.10, steps: 298157
episode: 127, score: -20.0, average score: -9.3, best score: 7.50, epsilon: 0.10, steps: 300117
episode: 128, score: -20.0, average score: -9.0, best score: 7.50, epsilon: 0.10, steps: 302094
episode: 129, score: -60.0, average score: -9.1, best score: 7.50, epsilon: 0.10, steps: 302851
episode: 130, score: -50.0, average score: -9.9, best score: 7.50, epsilon: 0.10, steps: 306946
episode: 131, score: -60.0, average score: -10.8, best score: 7.50, epsilon: 0.10, steps: 307677
episode: 132, score: 60.0, average score: -9.5, best score: 7.50, epsilon: 0.10, steps: 308405
episode: 133, score: 50.0, average score: -8.8, best score: 7.50, epsilon: 0.10, steps: 309366
episode: 134, score: -70.0, average score: -9.0, best score: 7.50, epsilon: 0.10, steps: 312125
episode: 135, score: -60.0, average score: -10.1, best score: 7.50, epsilon: 0.10, steps: 315689
episode: 136, score: -40.0, average score: -9.9, best score: 7.50, epsilon: 0.10, steps: 316786
episode: 137, score: -70.0, average score: -10.3, best score: 7.50, epsilon: 0.10, steps: 321069
episode: 138, score: -60.0, average score: -10.4, best score: 7.50, epsilon: 0.10, steps: 328214
episode: 139, score: -20.0, average score: -11.0, best score: 7.50, epsilon: 0.10, steps: 341741
episode: 140, score: -30.0, average score: -10.4, best score: 7.50, epsilon: 0.10, steps: 348004
episode: 141, score: 30.0, average score: -9.5, best score: 7.50, epsilon: 0.10, steps: 368102
episode: 142, score: -100.0, average score: -10.7, best score: 7.50, epsilon: 0.10, steps: 373381
episode: 143, score: -30.0, average score: -10.2, best score: 7.50, epsilon: 0.10, steps: 380202
episode: 144, score: 80.0, average score: -9.7, best score: 7.50, epsilon: 0.10, steps: 382267
episode: 145, score: 70.0, average score: -8.8, best score: 7.50, epsilon: 0.10, steps: 384119
episode: 146, score: -30.0, average score: -8.5, best score: 7.50, epsilon: 0.10, steps: 387400
episode: 147, score: 20.0, average score: -9.0, best score: 7.50, epsilon: 0.10, steps: 391098
episode: 148, score: 90.0, average score: -7.7, best score: 7.50, epsilon: 0.10, steps: 392807
episode: 149, score: -30.0, average score: -7.3, best score: 7.50, epsilon: 0.10, steps: 397542
episode: 150, score: -30.0, average score: -7.3, best score: 7.50, epsilon: 0.10, steps: 402764
episode: 151, score: -40.0, average score: -7.2, best score: 7.50, epsilon: 0.10, steps: 408548
episode: 152, score: 60.0, average score: -7.2, best score: 7.50, epsilon: 0.10, steps: 411054
episode: 153, score: -30.0, average score: -6.8, best score: 7.50, epsilon: 0.10, steps: 414400
episode: 154, score: -30.0, average score: -6.6, best score: 7.50, epsilon: 0.10, steps: 418972
episode: 155, score: 80.0, average score: -5.4, best score: 7.50, epsilon: 0.10, steps: 424425
episode: 156, score: 20.0, average score: -5.4, best score: 7.50, epsilon: 0.10, steps: 437851
episode: 157, score: -60.0, average score: -6.4, best score: 7.50, epsilon: 0.10, steps: 450649
episode: 158, score: -80.0, average score: -6.6, best score: 7.50, epsilon: 0.10, steps: 451271
episode: 159, score: 30.0, average score: -6.0, best score: 7.50, epsilon: 0.10, steps: 464289
episode: 160, score: 80.0, average score: -4.8, best score: 7.50, epsilon: 0.10, steps: 466541
episode: 161, score: 50.0, average score: -3.8, best score: 7.50, epsilon: 0.10, steps: 477992
episode: 162, score: 60.0, average score: -3.9, best score: 7.50, epsilon: 0.10, steps: 482830
episode: 163, score: 90.0, average score: -3.4, best score: 7.50, epsilon: 0.10, steps: 486831
episode: 164, score: -40.0, average score: -4.2, best score: 7.50, epsilon: 0.10, steps: 489713
episode: 165, score: -50.0, average score: -4.3, best score: 7.50, epsilon: 0.10, steps: 495293
episode: 166, score: -80.0, average score: -5.6, best score: 7.50, epsilon: 0.10, steps: 495794
episode: 167, score: 50.0, average score: -5.6, best score: 7.50, epsilon: 0.10, steps: 497527
episode: 168, score: 20.0, average score: -5.6, best score: 7.50, epsilon: 0.10, steps: 498824
episode: 169, score: -100.0, average score: -5.8, best score: 7.50, epsilon: 0.10, steps: 499612
episode: 170, score: -50.0, average score: -6.5, best score: 7.50, epsilon: 0.10, steps: 500149
episode: 171, score: 40.0, average score: -5.9, best score: 7.50, epsilon: 0.10, steps: 501315
episode: 172, score: -30.0, average score: -5.9, best score: 7.50, epsilon: 0.10, steps: 502251
episode: 173, score: -50.0, average score: -5.4, best score: 7.50, epsilon: 0.10, steps: 502669
episode: 174, score: -50.0, average score: -6.8, best score: 7.50, epsilon: 0.10, steps: 503568
episode: 175, score: 70.0, average score: -5.5, best score: 7.50, epsilon: 0.10, steps: 504232
episode: 176, score: 50.0, average score: -4.2, best score: 7.50, epsilon: 0.10, steps: 505005
episode: 177, score: -60.0, average score: -4.5, best score: 7.50, epsilon: 0.10, steps: 505780
episode: 178, score: 80.0, average score: -3.0, best score: 7.50, epsilon: 0.10, steps: 506428
episode: 179, score: -20.0, average score: -3.5, best score: 7.50, epsilon: 0.10, steps: 506852
episode: 180, score: -30.0, average score: -3.6, best score: 7.50, epsilon: 0.10, steps: 507836
episode: 181, score: -30.0, average score: -4.4, best score: 7.50, epsilon: 0.10, steps: 508802
episode: 182, score: 60.0, average score: -3.3, best score: 7.50, epsilon: 0.10, steps: 511018
episode: 183, score: 40.0, average score: -2.2, best score: 7.50, epsilon: 0.10, steps: 513120
episode: 184, score: -80.0, average score: -2.5, best score: 7.50, epsilon: 0.10, steps: 513636
episode: 185, score: -40.0, average score: -3.2, best score: 7.50, epsilon: 0.10, steps: 514855
episode: 186, score: -50.0, average score: -4.4, best score: 7.50, epsilon: 0.10, steps: 520273
episode: 187, score: -80.0, average score: -5.0, best score: 7.50, epsilon: 0.10, steps: 520822
episode: 188, score: -50.0, average score: -5.0, best score: 7.50, epsilon: 0.10, steps: 521478
episode: 189, score: 20.0, average score: -5.4, best score: 7.50, epsilon: 0.10, steps: 523101
episode: 190, score: -50.0, average score: -6.1, best score: 7.50, epsilon: 0.10, steps: 523654
episode: 191, score: 30.0, average score: -6.4, best score: 7.50, epsilon: 0.10, steps: 524615
episode: 192, score: -60.0, average score: -6.8, best score: 7.50, epsilon: 0.10, steps: 525291
episode: 193, score: 40.0, average score: -7.2, best score: 7.50, epsilon: 0.10, steps: 526195
episode: 194, score: -40.0, average score: -7.8, best score: 7.50, epsilon: 0.10, steps: 526991
episode: 195, score: -40.0, average score: -8.9, best score: 7.50, epsilon: 0.10, steps: 527780
episode: 196, score: -40.0, average score: -8.6, best score: 7.50, epsilon: 0.10, steps: 529941
episode: 197, score: -20.0, average score: -8.5, best score: 7.50, epsilon: 0.10, steps: 530745
episode: 198, score: -60.0, average score: -8.8, best score: 7.50, epsilon: 0.10, steps: 531667
episode: 199, score: -70.0, average score: -9.3, best score: 7.50, epsilon: 0.10, steps: 532666
episode: 200, score: -50.0, average score: -9.5, best score: 7.50, epsilon: 0.10, steps: 534529
episode: 201, score: 50.0, average score: -8.7, best score: 7.50, epsilon: 0.10, steps: 535716
episode: 202, score: -30.0, average score: -8.2, best score: 7.50, epsilon: 0.10, steps: 536683
episode: 203, score: 90.0, average score: -8.0, best score: 7.50, epsilon: 0.10, steps: 537644
episode: 204, score: -40.0, average score: -8.9, best score: 7.50, epsilon: 0.10, steps: 538178
episode: 205, score: -60.0, average score: -8.9, best score: 7.50, epsilon: 0.10, steps: 538815
episode: 206, score: -40.0, average score: -9.6, best score: 7.50, epsilon: 0.10, steps: 539794
episode: 207, score: -50.0, average score: -9.8, best score: 7.50, epsilon: 0.10, steps: 555740
episode: 208, score: -20.0, average score: -10.7, best score: 7.50, epsilon: 0.10, steps: 556779
episode: 209, score: 30.0, average score: -10.9, best score: 7.50, epsilon: 0.10, steps: 570165
episode: 210, score: -20.0, average score: -10.9, best score: 7.50, epsilon: 0.10, steps: 591266
episode: 211, score: 30.0, average score: -10.3, best score: 7.50, epsilon: 0.10, steps: 592389
episode: 212, score: -60.0, average score: -10.6, best score: 7.50, epsilon: 0.10, steps: 593138
episode: 213, score: 20.0, average score: -9.7, best score: 7.50, epsilon: 0.10, steps: 593938
episode: 214, score: 40.0, average score: -9.5, best score: 7.50, epsilon: 0.10, steps: 594885
episode: 215, score: -50.0, average score: -9.5, best score: 7.50, epsilon: 0.10, steps: 595520
episode: 216, score: -40.0, average score: -9.7, best score: 7.50, epsilon: 0.10, steps: 596305
episode: 217, score: -90.0, average score: -10.8, best score: 7.50, epsilon: 0.10, steps: 596813
episode: 218, score: -20.0, average score: -11.5, best score: 7.50, epsilon: 0.10, steps: 597994
episode: 219, score: 20.0, average score: -11.9, best score: 7.50, epsilon: 0.10, steps: 616528
episode: 220, score: -20.0, average score: -12.9, best score: 7.50, epsilon: 0.10, steps: 617130
episode: 221, score: -30.0, average score: -13.6, best score: 7.50, epsilon: 0.10, steps: 617926
episode: 222, score: -30.0, average score: -13.2, best score: 7.50, epsilon: 0.10, steps: 619200
episode: 223, score: 50.0, average score: -11.9, best score: 7.50, epsilon: 0.10, steps: 619639
episode: 224, score: -40.0, average score: -12.8, best score: 7.50, epsilon: 0.10, steps: 620488
episode: 225, score: 50.0, average score: -12.8, best score: 7.50, epsilon: 0.10, steps: 642094
episode: 226, score: -50.0, average score: -12.8, best score: 7.50, epsilon: 0.10, steps: 654655
episode: 227, score: -60.0, average score: -13.2, best score: 7.50, epsilon: 0.10, steps: 655491
episode: 228, score: -90.0, average score: -13.9, best score: 7.50, epsilon: 0.10, steps: 656028
episode: 229, score: -50.0, average score: -13.8, best score: 7.50, epsilon: 0.10, steps: 656813
episode: 230, score: 20.0, average score: -13.1, best score: 7.50, epsilon: 0.10, steps: 658149
episode: 231, score: -50.0, average score: -13.0, best score: 7.50, epsilon: 0.10, steps: 658873
episode: 232, score: 60.0, average score: -13.0, best score: 7.50, epsilon: 0.10, steps: 668109
episode: 233, score: 40.0, average score: -13.1, best score: 7.50, epsilon: 0.10, steps: 670455
episode: 234, score: -20.0, average score: -12.6, best score: 7.50, epsilon: 0.10, steps: 671534
episode: 235, score: -30.0, average score: -12.3, best score: 7.50, epsilon: 0.10, steps: 672196
episode: 236, score: -40.0, average score: -12.3, best score: 7.50, epsilon: 0.10, steps: 673251
episode: 237, score: -70.0, average score: -12.3, best score: 7.50, epsilon: 0.10, steps: 673790
episode: 238, score: -40.0, average score: -12.1, best score: 7.50, epsilon: 0.10, steps: 674422
episode: 239, score: -50.0, average score: -12.4, best score: 7.50, epsilon: 0.10, steps: 675426
episode: 240, score: -40.0, average score: -12.5, best score: 7.50, epsilon: 0.10, steps: 676583
episode: 241, score: -30.0, average score: -13.1, best score: 7.50, epsilon: 0.10, steps: 677394
episode: 242, score: -70.0, average score: -12.8, best score: 7.50, epsilon: 0.10, steps: 678098
episode: 243, score: -80.0, average score: -13.3, best score: 7.50, epsilon: 0.10, steps: 678642
episode: 244, score: -30.0, average score: -14.4, best score: 7.50, epsilon: 0.10, steps: 679718
episode: 245, score: 20.0, average score: -14.9, best score: 7.50, epsilon: 0.10, steps: 680911
episode: 246, score: 30.0, average score: -14.3, best score: 7.50, epsilon: 0.10, steps: 681771
episode: 247, score: 30.0, average score: -14.2, best score: 7.50, epsilon: 0.10, steps: 682663
episode: 248, score: -60.0, average score: -15.7, best score: 7.50, epsilon: 0.10, steps: 683343
episode: 249, score: 20.0, average score: -15.2, best score: 7.50, epsilon: 0.10, steps: 684719
episode: 250, score: -20.0, average score: -15.1, best score: 7.50, epsilon: 0.10, steps: 689203
episode: 251, score: 20.0, average score: -14.5, best score: 7.50, epsilon: 0.10, steps: 690240
episode: 252, score: -50.0, average score: -15.6, best score: 7.50, epsilon: 0.10, steps: 700397
episode: 253, score: -80.0, average score: -16.1, best score: 7.50, epsilon: 0.10, steps: 701624
episode: 254, score: 40.0, average score: -15.4, best score: 7.50, epsilon: 0.10, steps: 709998
episode: 255, score: -30.0, average score: -16.5, best score: 7.50, epsilon: 0.10, steps: 717682
episode: 256, score: 50.0, average score: -16.2, best score: 7.50, epsilon: 0.10, steps: 718597
episode: 257, score: -60.0, average score: -16.2, best score: 7.50, epsilon: 0.10, steps: 721325
episode: 258, score: 90.0, average score: -14.5, best score: 7.50, epsilon: 0.10, steps: 723845
episode: 259, score: 50.0, average score: -14.3, best score: 7.50, epsilon: 0.10, steps: 724807
episode: 260, score: -80.0, average score: -15.9, best score: 7.50, epsilon: 0.10, steps: 725153
episode: 261, score: -90.0, average score: -17.3, best score: 7.50, epsilon: 0.10, steps: 725591
episode: 262, score: 50.0, average score: -17.4, best score: 7.50, epsilon: 0.10, steps: 726347
episode: 263, score: -70.0, average score: -19.0, best score: 7.50, epsilon: 0.10, steps: 727185
episode: 264, score: -50.0, average score: -19.1, best score: 7.50, epsilon: 0.10, steps: 728243
episode: 265, score: -30.0, average score: -18.9, best score: 7.50, epsilon: 0.10, steps: 729298
episode: 266, score: 60.0, average score: -17.5, best score: 7.50, epsilon: 0.10, steps: 729895
episode: 267, score: 30.0, average score: -17.7, best score: 7.50, epsilon: 0.10, steps: 730842
episode: 268, score: -40.0, average score: -18.3, best score: 7.50, epsilon: 0.10, steps: 731529
episode: 269, score: 40.0, average score: -16.9, best score: 7.50, epsilon: 0.10, steps: 732086
episode: 270, score: 70.0, average score: -15.7, best score: 7.50, epsilon: 0.10, steps: 732701
episode: 271, score: -40.0, average score: -16.5, best score: 7.50, epsilon: 0.10, steps: 733723
episode: 272, score: 30.0, average score: -15.9, best score: 7.50, epsilon: 0.10, steps: 734435
episode: 273, score: -50.0, average score: -15.9, best score: 7.50, epsilon: 0.10, steps: 734883
episode: 274, score: 30.0, average score: -15.1, best score: 7.50, epsilon: 0.10, steps: 735631
episode: 275, score: 20.0, average score: -15.6, best score: 7.50, epsilon: 0.10, steps: 736377
episode: 276, score: -20.0, average score: -16.3, best score: 7.50, epsilon: 0.10, steps: 737565
episode: 277, score: -60.0, average score: -16.3, best score: 7.50, epsilon: 0.10, steps: 738230
episode: 278, score: -20.0, average score: -17.3, best score: 7.50, epsilon: 0.10, steps: 739386
episode: 279, score: -80.0, average score: -17.9, best score: 7.50, epsilon: 0.10, steps: 739913
episode: 280, score: 40.0, average score: -17.2, best score: 7.50, epsilon: 0.10, steps: 740788
episode: 281, score: -30.0, average score: -17.2, best score: 7.50, epsilon: 0.10, steps: 741744
episode: 282, score: 30.0, average score: -17.5, best score: 7.50, epsilon: 0.10, steps: 742835
episode: 283, score: 80.0, average score: -17.1, best score: 7.50, epsilon: 0.10, steps: 743575
episode: 284, score: 40.0, average score: -15.9, best score: 7.50, epsilon: 0.10, steps: 744440
episode: 285, score: 40.0, average score: -15.1, best score: 7.50, epsilon: 0.10, steps: 745551
episode: 286, score: 40.0, average score: -14.2, best score: 7.50, epsilon: 0.10, steps: 746659
episode: 287, score: 30.0, average score: -13.1, best score: 7.50, epsilon: 0.10, steps: 747783
episode: 288, score: -40.0, average score: -13.0, best score: 7.50, epsilon: 0.10, steps: 748806
episode: 289, score: 30.0, average score: -12.9, best score: 7.50, epsilon: 0.10, steps: 749723
episode: 290, score: -20.0, average score: -12.6, best score: 7.50, epsilon: 0.10, steps: 751018
episode: 291, score: -70.0, average score: -13.6, best score: 7.50, epsilon: 0.10, steps: 751933
episode: 292, score: -40.0, average score: -13.4, best score: 7.50, epsilon: 0.10, steps: 753122
episode: 293, score: -40.0, average score: -14.2, best score: 7.50, epsilon: 0.10, steps: 754139
episode: 294, score: -70.0, average score: -14.5, best score: 7.50, epsilon: 0.10, steps: 754807
episode: 295, score: -40.0, average score: -14.5, best score: 7.50, epsilon: 0.10, steps: 755753
episode: 296, score: -60.0, average score: -14.7, best score: 7.50, epsilon: 0.10, steps: 756393
episode: 297, score: -30.0, average score: -14.8, best score: 7.50, epsilon: 0.10, steps: 757616
episode: 298, score: -50.0, average score: -14.7, best score: 7.50, epsilon: 0.10, steps: 758402
episode: 299, score: -40.0, average score: -14.4, best score: 7.50, epsilon: 0.10, steps: 759332
episode: 300, score: -30.0, average score: -14.2, best score: 7.50, epsilon: 0.10, steps: 760225
episode: 301, score: 30.0, average score: -14.4, best score: 7.50, epsilon: 0.10, steps: 767328
episode: 302, score: 20.0, average score: -13.9, best score: 7.50, epsilon: 0.10, steps: 770225
