episode: 0, score: 50.0, average score: 50.0, best score: -inf, epsilon: 0.99, steps: 1131
episode: 26, score: 60.0, average score: 58.1, best score: 65.00, epsilon: 0.73, steps: 27096
episode: 27, score: 70.0, average score: 58.6, best score: 65.00, epsilon: 0.72, steps: 28235
episode: 28, score: 80.0, average score: 59.3, best score: 65.00, epsilon: 0.71, steps: 29211
episode: 29, score: 30.0, average score: 58.3, best score: 65.00, epsilon: 0.70, steps: 30377
episode: 30, score: 60.0, average score: 58.4, best score: 65.00, epsilon: 0.69, steps: 31284
episode: 31, score: 40.0, average score: 57.8, best score: 65.00, epsilon: 0.68, steps: 32396
episode: 32, score: 50.0, average score: 57.6, best score: 65.00, epsilon: 0.67, steps: 33324
episode: 33, score: 50.0, average score: 57.4, best score: 65.00, epsilon: 0.65, steps: 34694
episode: 34, score: 50.0, average score: 57.1, best score: 65.00, epsilon: 0.64, steps: 35571
episode: 35, score: 60.0, average score: 57.2, best score: 65.00, epsilon: 0.63, steps: 36599
episode: 36, score: 50.0, average score: 57.0, best score: 65.00, epsilon: 0.62, steps: 37696
episode: 37, score: 50.0, average score: 56.8, best score: 65.00, epsilon: 0.61, steps: 38738
episode: 38, score: 60.0, average score: 56.9, best score: 65.00, epsilon: 0.60, steps: 39583
episode: 39, score: 60.0, average score: 57.0, best score: 65.00, epsilon: 0.59, steps: 40627
episode: 40, score: 50.0, average score: 56.8, best score: 65.00, epsilon: 0.58, steps: 41671
episode: 41, score: 70.0, average score: 57.1, best score: 65.00, epsilon: 0.57, steps: 42747
episode: 42, score: 40.0, average score: 56.7, best score: 65.00, epsilon: 0.56, steps: 43794
episode: 43, score: 70.0, average score: 57.0, best score: 65.00, epsilon: 0.55, steps: 44890
episode: 44, score: 40.0, average score: 56.7, best score: 65.00, epsilon: 0.54, steps: 46021
episode: 45, score: 70.0, average score: 57.0, best score: 65.00, epsilon: 0.53, steps: 47076
episode: 46, score: 60.0, average score: 57.0, best score: 65.00, epsilon: 0.52, steps: 47888
episode: 47, score: 50.0, average score: 56.9, best score: 65.00, epsilon: 0.51, steps: 48836
episode: 48, score: 70.0, average score: 57.1, best score: 65.00, epsilon: 0.51, steps: 49537
episode: 49, score: 40.0, average score: 56.8, best score: 65.00, epsilon: 0.50, steps: 50400
episode: 50, score: 80.0, average score: 57.3, best score: 65.00, epsilon: 0.49, steps: 51299
episode: 51, score: 60.0, average score: 57.3, best score: 65.00, epsilon: 0.48, steps: 52099
episode: 52, score: 70.0, average score: 57.5, best score: 65.00, epsilon: 0.47, steps: 53147
episode: 53, score: 50.0, average score: 57.4, best score: 65.00, epsilon: 0.46, steps: 54079
episode: 54, score: 80.0, average score: 57.8, best score: 65.00, epsilon: 0.45, steps: 55054
episode: 55, score: 60.0, average score: 57.9, best score: 65.00, epsilon: 0.44, steps: 56132
episode: 56, score: 40.0, average score: 57.5, best score: 65.00, epsilon: 0.43, steps: 57261
episode: 57, score: 70.0, average score: 57.8, best score: 65.00, epsilon: 0.42, steps: 58079
episode: 58, score: 40.0, average score: 57.5, best score: 65.00, epsilon: 0.41, steps: 59193
episode: 59, score: 90.0, average score: 58.0, best score: 65.00, epsilon: 0.40, steps: 60093
episode: 60, score: 10.0, average score: 57.2, best score: 65.00, epsilon: 0.39, steps: 61511
episode: 61, score: 30.0, average score: 56.8, best score: 65.00, epsilon: 0.38, steps: 62213
episode: 62, score: 50.0, average score: 56.7, best score: 65.00, epsilon: 0.37, steps: 63177
episode: 63, score: 60.0, average score: 56.7, best score: 65.00, epsilon: 0.36, steps: 63866
episode: 64, score: 40.0, average score: 56.5, best score: 65.00, epsilon: 0.35, steps: 64735
episode: 65, score: 70.0, average score: 56.7, best score: 65.00, epsilon: 0.34, steps: 65727
episode: 66, score: 60.0, average score: 56.7, best score: 65.00, epsilon: 0.33, steps: 66605
episode: 67, score: 60.0, average score: 56.8, best score: 65.00, epsilon: 0.33, steps: 67413
episode: 68, score: 60.0, average score: 56.8, best score: 65.00, epsilon: 0.32, steps: 68339
episode: 69, score: 40.0, average score: 56.6, best score: 65.00, epsilon: 0.31, steps: 69276
episode: 70, score: 50.0, average score: 56.5, best score: 65.00, epsilon: 0.30, steps: 70196
episode: 71, score: 50.0, average score: 56.4, best score: 65.00, epsilon: 0.29, steps: 71372
episode: 72, score: 60.0, average score: 56.4, best score: 65.00, epsilon: 0.28, steps: 72342
episode: 73, score: 60.0, average score: 56.5, best score: 65.00, epsilon: 0.27, steps: 73418
episode: 74, score: 70.0, average score: 56.7, best score: 65.00, epsilon: 0.26, steps: 74323
episode: 75, score: 50.0, average score: 56.6, best score: 65.00, epsilon: 0.24, steps: 75717
episode: 76, score: 50.0, average score: 56.5, best score: 65.00, epsilon: 0.23, steps: 76700
episode: 77, score: 40.0, average score: 56.3, best score: 65.00, epsilon: 0.22, steps: 77918
episode: 78, score: 50.0, average score: 56.2, best score: 65.00, epsilon: 0.21, steps: 79096
episode: 79, score: 40.0, average score: 56.0, best score: 65.00, epsilon: 0.20, steps: 80052
episode: 80, score: 30.0, average score: 55.7, best score: 65.00, epsilon: 0.18, steps: 81908
episode: 81, score: 60.0, average score: 55.7, best score: 65.00, epsilon: 0.17, steps: 83286
episode: 82, score: 70.0, average score: 55.9, best score: 65.00, epsilon: 0.16, steps: 84302
episode: 83, score: 50.0, average score: 55.8, best score: 65.00, epsilon: 0.15, steps: 85381
episode: 84, score: 50.0, average score: 55.8, best score: 65.00, epsilon: 0.13, steps: 86628
episode: 85, score: 40.0, average score: 55.6, best score: 65.00, epsilon: 0.12, steps: 88029
episode: 86, score: 60.0, average score: 55.6, best score: 65.00, epsilon: 0.11, steps: 88831
episode: 87, score: 80.0, average score: 55.9, best score: 65.00, epsilon: 0.10, steps: 89588
episode: 88, score: 50.0, average score: 55.8, best score: 65.00, epsilon: 0.10, steps: 90310
episode: 89, score: 50.0, average score: 55.8, best score: 65.00, epsilon: 0.10, steps: 91399
episode: 90, score: 40.0, average score: 55.6, best score: 65.00, epsilon: 0.10, steps: 92793
episode: 91, score: 40.0, average score: 55.4, best score: 65.00, epsilon: 0.10, steps: 94339
episode: 92, score: 60.0, average score: 55.5, best score: 65.00, epsilon: 0.10, steps: 95249
episode: 93, score: 50.0, average score: 55.4, best score: 65.00, epsilon: 0.10, steps: 96357
episode: 94, score: 30.0, average score: 55.2, best score: 65.00, epsilon: 0.10, steps: 97734
episode: 95, score: 50.0, average score: 55.1, best score: 65.00, epsilon: 0.10, steps: 98934
episode: 96, score: 20.0, average score: 54.7, best score: 65.00, epsilon: 0.10, steps: 100508
episode: 97, score: 10.0, average score: 54.3, best score: 65.00, epsilon: 0.10, steps: 102367
episode: 98, score: 60.0, average score: 54.3, best score: 65.00, epsilon: 0.10, steps: 103985
episode: 99, score: 30.0, average score: 54.1, best score: 65.00, epsilon: 0.10, steps: 105161
episode: 100, score: 10.0, average score: 53.7, best score: 65.00, epsilon: 0.10, steps: 106352
episode: 101, score: 60.0, average score: 53.5, best score: 65.00, epsilon: 0.10, steps: 107288
episode: 102, score: 70.0, average score: 53.6, best score: 65.00, epsilon: 0.10, steps: 108295
episode: 103, score: 30.0, average score: 53.2, best score: 65.00, epsilon: 0.10, steps: 110035
episode: 104, score: 50.0, average score: 53.2, best score: 65.00, epsilon: 0.10, steps: 111111
episode: 105, score: 70.0, average score: 53.3, best score: 65.00, epsilon: 0.10, steps: 112011
episode: 106, score: 20.0, average score: 52.8, best score: 65.00, epsilon: 0.10, steps: 113718
episode: 107, score: 20.0, average score: 52.4, best score: 65.00, epsilon: 0.10, steps: 115023
episode: 108, score: 50.0, average score: 52.3, best score: 65.00, epsilon: 0.10, steps: 116177
episode: 109, score: 70.0, average score: 52.5, best score: 65.00, epsilon: 0.10, steps: 117114
episode: 110, score: 20.0, average score: 52.0, best score: 65.00, epsilon: 0.10, steps: 118420
episode: 111, score: 60.0, average score: 52.1, best score: 65.00, epsilon: 0.10, steps: 119249
episode: 112, score: 60.0, average score: 52.1, best score: 65.00, epsilon: 0.10, steps: 119993
episode: 113, score: 50.0, average score: 52.2, best score: 65.00, epsilon: 0.10, steps: 121035
episode: 114, score: 30.0, average score: 51.8, best score: 65.00, epsilon: 0.10, steps: 122433
episode: 115, score: 70.0, average score: 52.2, best score: 65.00, epsilon: 0.10, steps: 123153
episode: 116, score: 60.0, average score: 52.3, best score: 65.00, epsilon: 0.10, steps: 124110
episode: 117, score: 40.0, average score: 52.1, best score: 65.00, epsilon: 0.10, steps: 126106
episode: 118, score: 70.0, average score: 52.2, best score: 65.00, epsilon: 0.10, steps: 126815
episode: 119, score: 50.0, average score: 52.2, best score: 65.00, epsilon: 0.10, steps: 127871
episode: 120, score: 70.0, average score: 52.4, best score: 65.00, epsilon: 0.10, steps: 128874
episode: 121, score: 50.0, average score: 52.5, best score: 65.00, epsilon: 0.10, steps: 129915
episode: 122, score: 40.0, average score: 52.4, best score: 65.00, epsilon: 0.10, steps: 130811
episode: 123, score: 10.0, average score: 51.8, best score: 65.00, epsilon: 0.10, steps: 132505
episode: 124, score: 90.0, average score: 51.7, best score: 65.00, epsilon: 0.10, steps: 133143
episode: 125, score: 20.0, average score: 51.4, best score: 65.00, epsilon: 0.10, steps: 134326
episode: 126, score: 20.0, average score: 51.0, best score: 65.00, epsilon: 0.10, steps: 135398
episode: 127, score: 60.0, average score: 50.9, best score: 65.00, epsilon: 0.10, steps: 136539
episode: 128, score: 60.0, average score: 50.7, best score: 65.00, epsilon: 0.10, steps: 137514
episode: 129, score: 60.0, average score: 51.0, best score: 65.00, epsilon: 0.10, steps: 138515
episode: 130, score: 50.0, average score: 50.9, best score: 65.00, epsilon: 0.10, steps: 139427
episode: 131, score: 50.0, average score: 51.0, best score: 65.00, epsilon: 0.10, steps: 140382
episode: 132, score: 60.0, average score: 51.1, best score: 65.00, epsilon: 0.10, steps: 141208
episode: 133, score: 50.0, average score: 51.1, best score: 65.00, epsilon: 0.10, steps: 142341
episode: 134, score: 40.0, average score: 51.0, best score: 65.00, epsilon: 0.10, steps: 143764
episode: 135, score: 80.0, average score: 51.2, best score: 65.00, epsilon: 0.10, steps: 144518
episode: 136, score: 70.0, average score: 51.4, best score: 65.00, epsilon: 0.10, steps: 145484
episode: 137, score: 80.0, average score: 51.7, best score: 65.00, epsilon: 0.10, steps: 146513
episode: 138, score: 60.0, average score: 51.7, best score: 65.00, epsilon: 0.10, steps: 148066
episode: 139, score: 40.0, average score: 51.5, best score: 65.00, epsilon: 0.10, steps: 149103
episode: 140, score: 60.0, average score: 51.6, best score: 65.00, epsilon: 0.10, steps: 150079
episode: 141, score: 60.0, average score: 51.5, best score: 65.00, epsilon: 0.10, steps: 151236
episode: 142, score: 60.0, average score: 51.7, best score: 65.00, epsilon: 0.10, steps: 152378
episode: 143, score: 40.0, average score: 51.4, best score: 65.00, epsilon: 0.10, steps: 153479
episode: 144, score: 40.0, average score: 51.4, best score: 65.00, epsilon: 0.10, steps: 154708
episode: 145, score: 80.0, average score: 51.5, best score: 65.00, epsilon: 0.10, steps: 155703
episode: 146, score: 60.0, average score: 51.5, best score: 65.00, epsilon: 0.10, steps: 156755
episode: 147, score: 60.0, average score: 51.6, best score: 65.00, epsilon: 0.10, steps: 157450
episode: 148, score: 50.0, average score: 51.4, best score: 65.00, epsilon: 0.10, steps: 158548
episode: 149, score: 40.0, average score: 51.4, best score: 65.00, epsilon: 0.10, steps: 159617
episode: 150, score: 40.0, average score: 51.0, best score: 65.00, epsilon: 0.10, steps: 161096
episode: 151, score: 70.0, average score: 51.1, best score: 65.00, epsilon: 0.10, steps: 162322
episode: 152, score: 60.0, average score: 51.0, best score: 65.00, epsilon: 0.10, steps: 163364
episode: 153, score: 50.0, average score: 51.0, best score: 65.00, epsilon: 0.10, steps: 164379
episode: 154, score: 60.0, average score: 50.8, best score: 65.00, epsilon: 0.10, steps: 165199
episode: 155, score: 40.0, average score: 50.6, best score: 65.00, epsilon: 0.10, steps: 166274
episode: 156, score: 40.0, average score: 50.6, best score: 65.00, epsilon: 0.10, steps: 167346
episode: 157, score: 50.0, average score: 50.4, best score: 65.00, epsilon: 0.10, steps: 168560
episode: 158, score: 60.0, average score: 50.6, best score: 65.00, epsilon: 0.10, steps: 169289
episode: 159, score: 60.0, average score: 50.3, best score: 65.00, epsilon: 0.10, steps: 170224
episode: 160, score: 70.0, average score: 50.9, best score: 65.00, epsilon: 0.10, steps: 171182
episode: 161, score: 20.0, average score: 50.8, best score: 65.00, epsilon: 0.10, steps: 172753
episode: 162, score: 60.0, average score: 50.9, best score: 65.00, epsilon: 0.10, steps: 173531
episode: 163, score: 50.0, average score: 50.8, best score: 65.00, epsilon: 0.10, steps: 174886
episode: 164, score: 80.0, average score: 51.2, best score: 65.00, epsilon: 0.10, steps: 176071
episode: 165, score: 90.0, average score: 51.4, best score: 65.00, epsilon: 0.10, steps: 176701
episode: 166, score: 30.0, average score: 51.1, best score: 65.00, epsilon: 0.10, steps: 177702
episode: 167, score: 70.0, average score: 51.2, best score: 65.00, epsilon: 0.10, steps: 178811
episode: 168, score: 60.0, average score: 51.2, best score: 65.00, epsilon: 0.10, steps: 180102
episode: 169, score: 40.0, average score: 51.2, best score: 65.00, epsilon: 0.10, steps: 181085
episode: 170, score: 70.0, average score: 51.4, best score: 65.00, epsilon: 0.10, steps: 182188
episode: 171, score: 40.0, average score: 51.3, best score: 65.00, epsilon: 0.10, steps: 183334
episode: 172, score: 30.0, average score: 51.0, best score: 65.00, epsilon: 0.10, steps: 184927
episode: 173, score: 50.0, average score: 50.9, best score: 65.00, epsilon: 0.10, steps: 185714
episode: 174, score: 40.0, average score: 50.6, best score: 65.00, epsilon: 0.10, steps: 187230
episode: 175, score: 70.0, average score: 50.8, best score: 65.00, epsilon: 0.10, steps: 188512
episode: 176, score: 70.0, average score: 51.0, best score: 65.00, epsilon: 0.10, steps: 189357
episode: 177, score: 90.0, average score: 51.5, best score: 65.00, epsilon: 0.10, steps: 190407
episode: 178, score: 30.0, average score: 51.3, best score: 65.00, epsilon: 0.10, steps: 191650
episode: 179, score: 70.0, average score: 51.6, best score: 65.00, epsilon: 0.10, steps: 192763
episode: 180, score: 50.0, average score: 51.8, best score: 65.00, epsilon: 0.10, steps: 193577
episode: 181, score: 70.0, average score: 51.9, best score: 65.00, epsilon: 0.10, steps: 194640
episode: 182, score: 50.0, average score: 51.7, best score: 65.00, epsilon: 0.10, steps: 195763
episode: 183, score: 40.0, average score: 51.6, best score: 65.00, epsilon: 0.10, steps: 197192
episode: 184, score: 50.0, average score: 51.6, best score: 65.00, epsilon: 0.10, steps: 198199
episode: 185, score: 40.0, average score: 51.6, best score: 65.00, epsilon: 0.10, steps: 199555
episode: 186, score: 30.0, average score: 51.3, best score: 65.00, epsilon: 0.10, steps: 200740
episode: 187, score: 30.0, average score: 50.8, best score: 65.00, epsilon: 0.10, steps: 201861
episode: 188, score: 10.0, average score: 50.4, best score: 65.00, epsilon: 0.10, steps: 203598
episode: 189, score: 30.0, average score: 50.2, best score: 65.00, epsilon: 0.10, steps: 205366
episode: 190, score: 50.0, average score: 50.3, best score: 65.00, epsilon: 0.10, steps: 206560
episode: 191, score: 50.0, average score: 50.4, best score: 65.00, epsilon: 0.10, steps: 207407
episode: 192, score: 50.0, average score: 50.3, best score: 65.00, epsilon: 0.10, steps: 209030
episode: 193, score: 30.0, average score: 50.1, best score: 65.00, epsilon: 0.10, steps: 210909
episode: 194, score: 70.0, average score: 50.5, best score: 65.00, epsilon: 0.10, steps: 211945
episode: 195, score: 50.0, average score: 50.5, best score: 65.00, epsilon: 0.10, steps: 213045
episode: 196, score: 40.0, average score: 50.7, best score: 65.00, epsilon: 0.10, steps: 213999
episode: 197, score: 50.0, average score: 51.1, best score: 65.00, epsilon: 0.10, steps: 214920
episode: 198, score: 30.0, average score: 50.8, best score: 65.00, epsilon: 0.10, steps: 216229
episode: 199, score: 70.0, average score: 51.2, best score: 65.00, epsilon: 0.10, steps: 217124
episode: 200, score: 80.0, average score: 51.9, best score: 65.00, epsilon: 0.10, steps: 217721
episode: 201, score: 60.0, average score: 51.9, best score: 65.00, epsilon: 0.10, steps: 218657
episode: 202, score: 60.0, average score: 51.8, best score: 65.00, epsilon: 0.10, steps: 219690
episode: 203, score: 60.0, average score: 52.1, best score: 65.00, epsilon: 0.10, steps: 220679
episode: 204, score: 70.0, average score: 52.3, best score: 65.00, epsilon: 0.10, steps: 221646
episode: 205, score: 40.0, average score: 52.0, best score: 65.00, epsilon: 0.10, steps: 222834
episode: 206, score: 70.0, average score: 52.5, best score: 65.00, epsilon: 0.10, steps: 223683
episode: 207, score: 70.0, average score: 53.0, best score: 65.00, epsilon: 0.10, steps: 224526
episode: 208, score: 50.0, average score: 53.0, best score: 65.00, epsilon: 0.10, steps: 225286
episode: 209, score: 60.0, average score: 52.9, best score: 65.00, epsilon: 0.10, steps: 226472
episode: 210, score: 80.0, average score: 53.5, best score: 65.00, epsilon: 0.10, steps: 227570
episode: 211, score: 40.0, average score: 53.3, best score: 65.00, epsilon: 0.10, steps: 228978
episode: 212, score: 90.0, average score: 53.6, best score: 65.00, epsilon: 0.10, steps: 229906
episode: 213, score: 20.0, average score: 53.3, best score: 65.00, epsilon: 0.10, steps: 231623
episode: 214, score: 50.0, average score: 53.5, best score: 65.00, epsilon: 0.10, steps: 232973
episode: 215, score: 50.0, average score: 53.3, best score: 65.00, epsilon: 0.10, steps: 233897
episode: 216, score: 40.0, average score: 53.1, best score: 65.00, epsilon: 0.10, steps: 234887
episode: 217, score: 70.0, average score: 53.4, best score: 65.00, epsilon: 0.10, steps: 235632
episode: 218, score: 30.0, average score: 53.0, best score: 65.00, epsilon: 0.10, steps: 236883
episode: 219, score: 80.0, average score: 53.3, best score: 65.00, epsilon: 0.10, steps: 238367
episode: 220, score: 40.0, average score: 53.0, best score: 65.00, epsilon: 0.10, steps: 239526
episode: 221, score: 10.0, average score: 52.6, best score: 65.00, epsilon: 0.10, steps: 241480
episode: 222, score: 20.0, average score: 52.4, best score: 65.00, epsilon: 0.10, steps: 243125
episode: 223, score: 80.0, average score: 53.1, best score: 65.00, epsilon: 0.10, steps: 244089
episode: 224, score: 30.0, average score: 52.5, best score: 65.00, epsilon: 0.10, steps: 245066
episode: 225, score: 80.0, average score: 53.1, best score: 65.00, epsilon: 0.10, steps: 245981
episode: 226, score: 30.0, average score: 53.2, best score: 65.00, epsilon: 0.10, steps: 247269
episode: 227, score: 60.0, average score: 53.2, best score: 65.00, epsilon: 0.10, steps: 248156
episode: 228, score: 50.0, average score: 53.1, best score: 65.00, epsilon: 0.10, steps: 249520
episode: 229, score: 50.0, average score: 53.0, best score: 65.00, epsilon: 0.10, steps: 251203
episode: 230, score: 20.0, average score: 52.7, best score: 65.00, epsilon: 0.10, steps: 252655
episode: 231, score: 40.0, average score: 52.6, best score: 65.00, epsilon: 0.10, steps: 253447
episode: 232, score: 50.0, average score: 52.5, best score: 65.00, epsilon: 0.10, steps: 254540
episode: 233, score: 50.0, average score: 52.5, best score: 65.00, epsilon: 0.10, steps: 255861
episode: 234, score: 80.0, average score: 52.9, best score: 65.00, epsilon: 0.10, steps: 256692
episode: 235, score: 60.0, average score: 52.7, best score: 65.00, epsilon: 0.10, steps: 257699
episode: 236, score: 50.0, average score: 52.5, best score: 65.00, epsilon: 0.10, steps: 258698
episode: 237, score: 30.0, average score: 52.0, best score: 65.00, epsilon: 0.10, steps: 260327
episode: 238, score: 30.0, average score: 51.7, best score: 65.00, epsilon: 0.10, steps: 262473
episode: 239, score: 50.0, average score: 51.8, best score: 65.00, epsilon: 0.10, steps: 263591
episode: 240, score: 60.0, average score: 51.8, best score: 65.00, epsilon: 0.10, steps: 264455
episode: 241, score: 40.0, average score: 51.6, best score: 65.00, epsilon: 0.10, steps: 265986
episode: 242, score: 50.0, average score: 51.5, best score: 65.00, epsilon: 0.10, steps: 266736
episode: 243, score: 60.0, average score: 51.7, best score: 65.00, epsilon: 0.10, steps: 267745
episode: 244, score: 40.0, average score: 51.7, best score: 65.00, epsilon: 0.10, steps: 268832
episode: 245, score: 60.0, average score: 51.5, best score: 65.00, epsilon: 0.10, steps: 270163
episode: 246, score: 70.0, average score: 51.6, best score: 65.00, epsilon: 0.10, steps: 271008
episode: 247, score: 50.0, average score: 51.5, best score: 65.00, epsilon: 0.10, steps: 272355
episode: 248, score: 60.0, average score: 51.6, best score: 65.00, epsilon: 0.10, steps: 273610
episode: 249, score: 30.0, average score: 51.5, best score: 65.00, epsilon: 0.10, steps: 275253
episode: 250, score: 40.0, average score: 51.5, best score: 65.00, epsilon: 0.10, steps: 276723
episode: 251, score: 40.0, average score: 51.2, best score: 65.00, epsilon: 0.10, steps: 277668
episode: 252, score: 60.0, average score: 51.2, best score: 65.00, epsilon: 0.10, steps: 278925
episode: 253, score: 40.0, average score: 51.1, best score: 65.00, epsilon: 0.10, steps: 280183
episode: 254, score: 50.0, average score: 51.0, best score: 65.00, epsilon: 0.10, steps: 281105
episode: 255, score: 60.0, average score: 51.2, best score: 65.00, epsilon: 0.10, steps: 282052
episode: 256, score: 50.0, average score: 51.3, best score: 65.00, epsilon: 0.10, steps: 282929
episode: 257, score: 60.0, average score: 51.4, best score: 65.00, epsilon: 0.10, steps: 283954
episode: 258, score: 60.0, average score: 51.4, best score: 65.00, epsilon: 0.10, steps: 285090
episode: 259, score: 70.0, average score: 51.5, best score: 65.00, epsilon: 0.10, steps: 286095
episode: 260, score: 60.0, average score: 51.4, best score: 65.00, epsilon: 0.10, steps: 287117
episode: 261, score: 50.0, average score: 51.7, best score: 65.00, epsilon: 0.10, steps: 288044
episode: 262, score: 50.0, average score: 51.6, best score: 65.00, epsilon: 0.10, steps: 288892
episode: 263, score: 80.0, average score: 51.9, best score: 65.00, epsilon: 0.10, steps: 289580
episode: 264, score: 20.0, average score: 51.3, best score: 65.00, epsilon: 0.10, steps: 291070
episode: 265, score: 90.0, average score: 51.3, best score: 65.00, epsilon: 0.10, steps: 291890
episode: 266, score: 70.0, average score: 51.7, best score: 65.00, epsilon: 0.10, steps: 293203
episode: 267, score: 60.0, average score: 51.6, best score: 65.00, epsilon: 0.10, steps: 294127
episode: 268, score: 70.0, average score: 51.7, best score: 65.00, epsilon: 0.10, steps: 294755
episode: 269, score: 80.0, average score: 52.1, best score: 65.00, epsilon: 0.10, steps: 295368
episode: 270, score: 60.0, average score: 52.0, best score: 65.00, epsilon: 0.10, steps: 296164
episode: 271, score: 60.0, average score: 52.2, best score: 65.00, epsilon: 0.10, steps: 297166
episode: 272, score: 60.0, average score: 52.5, best score: 65.00, epsilon: 0.10, steps: 298074
episode: 273, score: 70.0, average score: 52.7, best score: 65.00, epsilon: 0.10, steps: 298875
episode: 274, score: 50.0, average score: 52.8, best score: 65.00, epsilon: 0.10, steps: 299898
episode: 275, score: 30.0, average score: 52.4, best score: 65.00, epsilon: 0.10, steps: 301694
episode: 276, score: 80.0, average score: 52.5, best score: 65.00, epsilon: 0.10, steps: 302796
episode: 277, score: 60.0, average score: 52.2, best score: 65.00, epsilon: 0.10, steps: 303626
episode: 278, score: 10.0, average score: 52.0, best score: 65.00, epsilon: 0.10, steps: 304819
episode: 279, score: 60.0, average score: 51.9, best score: 65.00, epsilon: 0.10, steps: 305855
episode: 280, score: 30.0, average score: 51.7, best score: 65.00, epsilon: 0.10, steps: 306997
episode: 281, score: 60.0, average score: 51.6, best score: 65.00, epsilon: 0.10, steps: 308679
episode: 282, score: 60.0, average score: 51.7, best score: 65.00, epsilon: 0.10, steps: 309542
episode: 283, score: 40.0, average score: 51.7, best score: 65.00, epsilon: 0.10, steps: 310850
episode: 284, score: 60.0, average score: 51.8, best score: 65.00, epsilon: 0.10, steps: 311783
episode: 285, score: 40.0, average score: 51.8, best score: 65.00, epsilon: 0.10, steps: 313075
episode: 286, score: 30.0, average score: 51.8, best score: 65.00, epsilon: 0.10, steps: 314551
episode: 287, score: 60.0, average score: 52.1, best score: 65.00, epsilon: 0.10, steps: 315564
episode: 288, score: 30.0, average score: 52.3, best score: 65.00, epsilon: 0.10, steps: 317767
episode: 289, score: 60.0, average score: 52.6, best score: 65.00, epsilon: 0.10, steps: 318503
episode: 290, score: 60.0, average score: 52.7, best score: 65.00, epsilon: 0.10, steps: 319300
episode: 291, score: 50.0, average score: 52.7, best score: 65.00, epsilon: 0.10, steps: 320092
episode: 292, score: 50.0, average score: 52.7, best score: 65.00, epsilon: 0.10, steps: 320984
episode: 293, score: 50.0, average score: 52.9, best score: 65.00, epsilon: 0.10, steps: 321658
episode: 294, score: 50.0, average score: 52.7, best score: 65.00, epsilon: 0.10, steps: 322399
episode: 295, score: 40.0, average score: 52.6, best score: 65.00, epsilon: 0.10, steps: 323507
episode: 296, score: 40.0, average score: 52.6, best score: 65.00, epsilon: 0.10, steps: 324426
episode: 297, score: 60.0, average score: 52.7, best score: 65.00, epsilon: 0.10, steps: 325647
episode: 298, score: 80.0, average score: 53.2, best score: 65.00, epsilon: 0.10, steps: 326533
episode: 299, score: 60.0, average score: 53.1, best score: 65.00, epsilon: 0.10, steps: 327548
episode: 300, score: 40.0, average score: 52.7, best score: 65.00, epsilon: 0.10, steps: 328853
episode: 301, score: 40.0, average score: 52.5, best score: 65.00, epsilon: 0.10, steps: 329803
episode: 302, score: 30.0, average score: 52.2, best score: 65.00, epsilon: 0.10, steps: 331009
